 convergence of q_dag integral
 For T =    200.00000000000000     
   200.00       50   0.81669E-01
   200.00       54   0.81669E-01
   200.00       58   0.81669E-01
   200.00       62   0.81669E-01
   200.00       66   0.81669E-01
   200.00       70   0.81669E-01
   200.00       74   0.81669E-01
   200.00       78   0.81669E-01
   200.00       82   0.81669E-01
   200.00       86   0.81669E-01
   200.00       90   0.81669E-01
   200.00       94   0.81669E-01
   200.00       98   0.81669E-01
   200.00      102   0.81669E-01
   200.00      106   0.81669E-01
   200.00      110   0.81669E-01
   200.00      114   0.81669E-01
   200.00      118   0.81669E-01
   200.00      122   0.81669E-01
   200.00      126   0.81669E-01
   200.00      130   0.81669E-01
   200.00      134   0.81669E-01
   200.00      138   0.81669E-01
   250.00        2   0.82273E-01
   250.00        6   0.84290E-01
   250.00       10   0.87068E-01
   250.00       14   0.90089E-01
   250.00       18   0.92857E-01
   250.00       22   0.95021E-01
   250.00       26   0.96462E-01
   250.00       30   0.97254E-01
   250.00       34   0.97560E-01
   250.00       38   0.97588E-01
   250.00       42   0.97588E-01
   250.00       46   0.97588E-01
   250.00       50   0.97588E-01
   250.00       54   0.97588E-01
   250.00       58   0.97588E-01
   250.00       62   0.97588E-01
   250.00       66   0.97588E-01
   250.00       70   0.97588E-01
   250.00       74   0.97588E-01
   250.00       78   0.97588E-01
   250.00       82   0.97588E-01
   250.00       86   0.97588E-01
   250.00       90   0.97588E-01
   250.00       94   0.97588E-01
   250.00       98   0.97588E-01
   250.00      102   0.97588E-01
   250.00      106   0.97588E-01
   250.00      110   0.97588E-01
   250.00      114   0.97588E-01
   250.00      118   0.97588E-01
   250.00      122   0.97588E-01
   250.00      126   0.97588E-01
   250.00      130   0.97588E-01
   250.00      134   0.97588E-01
   250.00      138   0.97588E-01
   300.00        2   0.98132E-01
   300.00        6   0.99980E-01
   300.00       10   0.10254    
   300.00       14   0.10535    
   300.00       18   0.10796    
   300.00       22   0.11007    
   300.00       26   0.11150    
   300.00       30   0.11234    
   300.00       34   0.11271    
   300.00       38   0.11280    
   300.00       42   0.11280    
   300.00       46   0.11280    
   300.00       50   0.11280    
   300.00       54   0.11280    
   300.00       58   0.11280    
   300.00       62   0.11280    
   300.00       66   0.11280    
   300.00       70   0.11280    
   300.00       74   0.11280    
   300.00       78   0.11280    
   300.00       82   0.11280    
   300.00       86   0.11280    
   300.00       90   0.11280    
   300.00       94   0.11280    
   300.00       98   0.11280    
   300.00      102   0.11280    
   300.00      106   0.11280    
   300.00      110   0.11280    
   300.00      114   0.11280    
   300.00      118   0.11280    
   300.00      122   0.11280    
   300.00      126   0.11280    
   300.00      130   0.11280    
   300.00      134   0.11280    
   300.00      138   0.11280    
   350.00        2   0.11328    
   350.00        6   0.11495    
   350.00       10   0.11729    
   350.00       14   0.11987    
   350.00       18   0.12231    
   350.00       22   0.12430    
   350.00       26   0.12571    
   350.00       30   0.12655    
   350.00       34   0.12696    
   350.00       38   0.12709    
   350.00       42   0.12709    
   350.00       46   0.12709    
   350.00       50   0.12709    
   350.00       54   0.12709    
   350.00       58   0.12709    
   350.00       62   0.12709    
   350.00       66   0.12709    
   350.00       70   0.12709    
   350.00       74   0.12709    
   350.00       78   0.12709    
   350.00       82   0.12709    
   350.00       86   0.12709    
   350.00       90   0.12709    
   350.00       94   0.12709    
   350.00       98   0.12709    
   350.00      102   0.12709    
   350.00      106   0.12709    
   350.00      110   0.12709    
   350.00      114   0.12709    
   350.00      118   0.12709    
   350.00      122   0.12709    
   350.00      126   0.12709    
   350.00      130   0.12709    
   350.00      134   0.12709    
   350.00      138   0.12709    
   400.00        2   0.12751    
   400.00        6   0.12902    
   400.00       10   0.13112    
   400.00       14   0.13347    
   400.00       18   0.13571    
   400.00       22   0.13758    
   400.00       26   0.13893    
   400.00       30   0.13977    
   400.00       34   0.14020    
   400.00       38   0.14037    
   400.00       42   0.14039    
   400.00       46   0.14039    
   400.00       50   0.14039    
   400.00       54   0.14039    
   400.00       58   0.14039    
   400.00       62   0.14039    
   400.00       66   0.14039    
   400.00       70   0.14039    
   400.00       74   0.14039    
   400.00       78   0.14039    
   400.00       82   0.14039    
   400.00       86   0.14039    
   400.00       90   0.14039    
   400.00       94   0.14039    
   400.00       98   0.14039    
   400.00      102   0.14039    
   400.00      106   0.14039    
   400.00      110   0.14039    
   400.00      114   0.14039    
   400.00      118   0.14039    
   400.00      122   0.14039    
   400.00      126   0.14039    
   400.00      130   0.14039    
   400.00      134   0.14039    
   400.00      138   0.14039    
   450.00        2   0.14076    
   450.00        6   0.14210    
   450.00       10   0.14398    
   450.00       14   0.14609    
   450.00       18   0.14813    
   450.00       22   0.14986    
   450.00       26   0.15114    
   450.00       30   0.15196    
   450.00       34   0.15239    
   450.00       38   0.15258    
   450.00       42   0.15262    
   450.00       46   0.15262    
   450.00       50   0.15262    
   450.00       54   0.15262    
   450.00       58   0.15262    
   450.00       62   0.15262    
   450.00       66   0.15262    
   450.00       70   0.15262    
   450.00       74   0.15262    
   450.00       78   0.15262    
   450.00       82   0.15262    
   450.00       86   0.15262    
   450.00       90   0.15262    
   450.00       94   0.15262    
   450.00       98   0.15262    
   450.00      102   0.15262    
   450.00      106   0.15262    
   450.00      110   0.15262    
   450.00      114   0.15262    
   450.00      118   0.15262    
   450.00      122   0.15262    
   450.00      126   0.15262    
   450.00      130   0.15262    
   450.00      134   0.15262    
   450.00      138   0.15262    
   500.00        2   0.15295    
   500.00        6   0.15412    
   500.00       10   0.15579    
   500.00       14   0.15769    
   500.00       18   0.15952    
   500.00       22   0.16110    
   500.00       26   0.16229    
   500.00       30   0.16308    
   500.00       34   0.16351    
   500.00       38   0.16371    
   500.00       42   0.16377    
   500.00       46   0.16377    
   500.00       50   0.16377    
   500.00       54   0.16377    
   500.00       58   0.16377    
   500.00       62   0.16377    
   500.00       66   0.16377    
   500.00       70   0.16377    
   500.00       74   0.16377    
   500.00       78   0.16377    
   500.00       82   0.16377    
   500.00       86   0.16377    
   500.00       90   0.16377    
   500.00       94   0.16377    
   500.00       98   0.16377    
   500.00      102   0.16377    
   500.00      106   0.16377    
   500.00      110   0.16377    
   500.00      114   0.16377    
   500.00      118   0.16377    
   500.00      122   0.16377    
   500.00      126   0.16377    
   500.00      130   0.16377    
   500.00      134   0.16377    
   500.00      138   0.16377    
   550.00        2   0.16405    
   550.00        6   0.16508    
   550.00       10   0.16654    
   550.00       14   0.16822    
   550.00       18   0.16986    
   550.00       22   0.17129    
   550.00       26   0.17239    
   550.00       30   0.17312    
   550.00       34   0.17355    
   550.00       38   0.17376    
   550.00       42   0.17383    
   550.00       46   0.17384    
   550.00       50   0.17384    
   550.00       54   0.17384    
   550.00       58   0.17384    
   550.00       62   0.17384    
   550.00       66   0.17384    
   550.00       70   0.17384    
   550.00       74   0.17384    
   550.00       78   0.17384    
   550.00       82   0.17384    
   550.00       86   0.17384    
   550.00       90   0.17384    
   550.00       94   0.17384    
   550.00       98   0.17384    
   550.00      102   0.17384    
   550.00      106   0.17384    
   550.00      110   0.17384    
   550.00      114   0.17384    
   550.00      118   0.17384    
   550.00      122   0.17384    
   550.00      126   0.17384    
   550.00      130   0.17384    
   550.00      134   0.17384    
   550.00      138   0.17384    
   600.00        2   0.17408    
   600.00        6   0.17497    
   600.00       10   0.17624    
   600.00       14   0.17771    
   600.00       18   0.17917    
   600.00       22   0.18045    
   600.00       26   0.18145    
   600.00       30   0.18214    
   600.00       34   0.18255    
   600.00       38   0.18275    
   600.00       42   0.18283    
   600.00       46   0.18285    
   600.00       50   0.18285    
   600.00       54   0.18285    
   600.00       58   0.18285    
   600.00       62   0.18285    
   600.00       66   0.18285    
   600.00       70   0.18285    
   600.00       74   0.18285    
   600.00       78   0.18285    
   600.00       82   0.18285    
   600.00       86   0.18285    
   600.00       90   0.18285    
   600.00       94   0.18285    
   600.00       98   0.18285    
   600.00      102   0.18285    
   600.00      106   0.18285    
   600.00      110   0.18285    
   600.00      114   0.18285    
   600.00      118   0.18285    
   600.00      122   0.18285    
   600.00      126   0.18285    
   600.00      130   0.18285    
   600.00      134   0.18285    
   600.00      138   0.18285    
   650.00        2   0.18305    
   650.00        6   0.18381    
   650.00       10   0.18491    
   650.00       14   0.18619    
   650.00       18   0.18747    
   650.00       22   0.18861    
   650.00       26   0.18951    
   650.00       30   0.19014    
   650.00       34   0.19053    
   650.00       38   0.19073    
   650.00       42   0.19081    
   650.00       46   0.19084    
   650.00       50   0.19084    
   650.00       54   0.19084    
   650.00       58   0.19084    
   650.00       62   0.19084    
   650.00       66   0.19084    
   650.00       70   0.19084    
   650.00       74   0.19084    
   650.00       78   0.19084    
   650.00       82   0.19084    
   650.00       86   0.19084    
   650.00       90   0.19084    
   650.00       94   0.19084    
   650.00       98   0.19084    
   650.00      102   0.19084    
   650.00      106   0.19084    
   650.00      110   0.19084    
   650.00      114   0.19084    
   650.00      118   0.19084    
   650.00      122   0.19084    
   650.00      126   0.19084    
   650.00      130   0.19084    
   650.00      134   0.19084    
   650.00      138   0.19084    
   700.00        2   0.19100    
   700.00        6   0.19165    
   700.00       10   0.19260    
   700.00       14   0.19370    
   700.00       18   0.19481    
   700.00       22   0.19581    
   700.00       26   0.19662    
   700.00       30   0.19719    
   700.00       34   0.19756    
   700.00       38   0.19775    
   700.00       42   0.19784    
   700.00       46   0.19787    
   700.00       50   0.19787    
   700.00       54   0.19787    
   700.00       58   0.19787    
   700.00       62   0.19787    
   700.00       66   0.19787    
   700.00       70   0.19787    
   700.00       74   0.19787    
   700.00       78   0.19787    
   700.00       82   0.19787    
   700.00       86   0.19787    
   700.00       90   0.19787    
   700.00       94   0.19787    
   700.00       98   0.19787    
   700.00      102   0.19787    
   700.00      106   0.19787    
   700.00      110   0.19787    
   700.00      114   0.19787    
   700.00      118   0.19787    
   700.00      122   0.19787    
   700.00      126   0.19787    
   700.00      130   0.19787    
   700.00      134   0.19787    
   700.00      138   0.19787    
   750.00        2   0.19801    
   750.00        6   0.19855    
   750.00       10   0.19936    
   750.00       14   0.20030    
   750.00       18   0.20126    
   750.00       22   0.20213    
   750.00       26   0.20285    
   750.00       30   0.20336    
   750.00       34   0.20370    
   750.00       38   0.20388    
   750.00       42   0.20397    
   750.00       46   0.20400    
   750.00       50   0.20400    
   750.00       54   0.20400    
   750.00       58   0.20400    
   750.00       62   0.20400    
   750.00       66   0.20400    
   750.00       70   0.20400    
   750.00       74   0.20400    
   750.00       78   0.20400    
   750.00       82   0.20400    
   750.00       86   0.20400    
   750.00       90   0.20400    
   750.00       94   0.20400    
   750.00       98   0.20400    
   750.00      102   0.20400    
   750.00      106   0.20400    
   750.00      110   0.20400    
   750.00      114   0.20400    
   750.00      118   0.20400    
   750.00      122   0.20400    
   750.00      126   0.20400    
   750.00      130   0.20400    
   750.00      134   0.20400    
   750.00      138   0.20400    
   800.00        2   0.20412    
   800.00        6   0.20458    
   800.00       10   0.20525    
   800.00       14   0.20605    
   800.00       18   0.20687    
   800.00       22   0.20763    
   800.00       26   0.20825    
   800.00       30   0.20872    
   800.00       34   0.20902    
   800.00       38   0.20919    
   800.00       42   0.20928    
   800.00       46   0.20931    
   800.00       50   0.20932    
   800.00       54   0.20932    
   800.00       58   0.20932    
   800.00       62   0.20932    
   800.00       66   0.20932    
   800.00       70   0.20932    
   800.00       74   0.20932    
   800.00       78   0.20932    
   800.00       82   0.20932    
   800.00       86   0.20932    
   800.00       90   0.20932    
   800.00       94   0.20932    
   800.00       98   0.20932    
   800.00      102   0.20932    
   800.00      106   0.20932    
   800.00      110   0.20932    
   800.00      114   0.20932    
   800.00      118   0.20932    
   800.00      122   0.20932    
   800.00      126   0.20932    
   800.00      130   0.20932    
   800.00      134   0.20932    
   800.00      138   0.20932    
   850.00        2   0.20941    
   850.00        6   0.20979    
   850.00       10   0.21036    
   850.00       14   0.21103    
   850.00       18   0.21172    
   850.00       22   0.21237    
   850.00       26   0.21292    
   850.00       30   0.21333    
   850.00       34   0.21360    
   850.00       38   0.21376    
   850.00       42   0.21384    
   850.00       46   0.21388    
   850.00       50   0.21389    
   850.00       54   0.21389    
   850.00       58   0.21389    
   850.00       62   0.21389    
   850.00       66   0.21389    
   850.00       70   0.21389    
   850.00       74   0.21389    
   850.00       78   0.21389    
   850.00       82   0.21389    
   850.00       86   0.21389    
   850.00       90   0.21389    
   850.00       94   0.21389    
   850.00       98   0.21389    
   850.00      102   0.21389    
   850.00      106   0.21389    
   850.00      110   0.21389    
   850.00      114   0.21389    
   850.00      118   0.21389    
   850.00      122   0.21389    
   850.00      126   0.21389    
   850.00      130   0.21389    
   850.00      134   0.21389    
   850.00      138   0.21389    
   900.00        2   0.21396    
   900.00        6   0.21428    
   900.00       10   0.21474    
   900.00       14   0.21530    
   900.00       18   0.21589    
   900.00       22   0.21644    
   900.00       26   0.21691    
   900.00       30   0.21727    
   900.00       34   0.21752    
   900.00       38   0.21766    
   900.00       42   0.21774    
   900.00       46   0.21777    
   900.00       50   0.21778    
   900.00       54   0.21778    
   900.00       58   0.21778    
   900.00       62   0.21778    
   900.00       66   0.21778    
   900.00       70   0.21778    
   900.00       74   0.21778    
   900.00       78   0.21778    
   900.00       82   0.21778    
   900.00       86   0.21778    
   900.00       90   0.21778    
   900.00       94   0.21778    
   900.00       98   0.21778    
   900.00      102   0.21778    
   900.00      106   0.21778    
   900.00      110   0.21778    
   900.00      114   0.21778    
   900.00      118   0.21778    
   900.00      122   0.21778    
   900.00      126   0.21778    
   900.00      130   0.21778    
   900.00      134   0.21778    
   900.00      138   0.21778    
   950.00        2   0.21785    
   950.00        6   0.21810    
   950.00       10   0.21849    
   950.00       14   0.21895    
   950.00       18   0.21944    
   950.00       22   0.21991    
   950.00       26   0.22031    
   950.00       30   0.22062    
   950.00       34   0.22084    
   950.00       38   0.22097    
   950.00       42   0.22104    
   950.00       46   0.22108    
   950.00       50   0.22109    
   950.00       54   0.22109    
   950.00       58   0.22109    
   950.00       62   0.22109    
   950.00       66   0.22109    
   950.00       70   0.22109    
   950.00       74   0.22109    
   950.00       78   0.22109    
   950.00       82   0.22109    
   950.00       86   0.22109    
   950.00       90   0.22109    
   950.00       94   0.22109    
   950.00       98   0.22109    
   950.00      102   0.22109    
   950.00      106   0.22109    
   950.00      110   0.22109    
   950.00      114   0.22109    
   950.00      118   0.22109    
   950.00      122   0.22109    
   950.00      126   0.22109    
   950.00      130   0.22109    
   950.00      134   0.22109    
   950.00      138   0.22109    
   1000.0        2   0.22114    
   1000.0        6   0.22135    
   1000.0       10   0.22166    
   1000.0       14   0.22204    
   1000.0       18   0.22245    
   1000.0       22   0.22284    
   1000.0       26   0.22318    
   1000.0       30   0.22345    
   1000.0       34   0.22364    
   1000.0       38   0.22376    
   1000.0       42   0.22383    
   1000.0       46   0.22386    
   1000.0       50   0.22387    
   1000.0       54   0.22387    
   1000.0       58   0.22387    
   1000.0       62   0.22387    
   1000.0       66   0.22387    
   1000.0       70   0.22387    
   1000.0       74   0.22387    
   1000.0       78   0.22387    
   1000.0       82   0.22387    
   1000.0       86   0.22387    
   1000.0       90   0.22387    
   1000.0       94   0.22387    
   1000.0       98   0.22387    
   1000.0      102   0.22387    
   1000.0      106   0.22387    
   1000.0      110   0.22387    
   1000.0      114   0.22387    
   1000.0      118   0.22387    
   1000.0      122   0.22387    
   1000.0      126   0.22387    
   1000.0      130   0.22387    
   1000.0      134   0.22387    
   1000.0      138   0.22387    
   1050.0        2   0.22391    
   1050.0        6   0.22408    
   1050.0       10   0.22433    
   1050.0       14   0.22465    
   1050.0       18   0.22498    
   1050.0       22   0.22531    
   1050.0       26   0.22559    
   1050.0       30   0.22582    
   1050.0       34   0.22599    
   1050.0       38   0.22609    
   1050.0       42   0.22616    
   1050.0       46   0.22618    
   1050.0       50   0.22619    
   1050.0       54   0.22620    
   1050.0       58   0.22620    
   1050.0       62   0.22620    
   1050.0       66   0.22620    
   1050.0       70   0.22620    
   1050.0       74   0.22620    
   1050.0       78   0.22620    
   1050.0       82   0.22620    
   1050.0       86   0.22620    
   1050.0       90   0.22620    
   1050.0       94   0.22620    
   1050.0       98   0.22620    
   1050.0      102   0.22620    
   1050.0      106   0.22620    
   1050.0      110   0.22620    
   1050.0      114   0.22620    
   1050.0      118   0.22620    
   1050.0      122   0.22620    
   1050.0      126   0.22620    
   1050.0      130   0.22620    
   1050.0      134   0.22620    
   1050.0      138   0.22620    
   1100.0        2   0.22623    
   1100.0        6   0.22636    
   1100.0       10   0.22657    
   1100.0       14   0.22682    
   1100.0       18   0.22710    
   1100.0       22   0.22737    
   1100.0       26   0.22760    
   1100.0       30   0.22780    
   1100.0       34   0.22794    
   1100.0       38   0.22804    
   1100.0       42   0.22809    
   1100.0       46   0.22812    
   1100.0       50   0.22813    
   1100.0       54   0.22813    
   1100.0       58   0.22813    
   1100.0       62   0.22813    
   1100.0       66   0.22813    
   1100.0       70   0.22813    
   1100.0       74   0.22813    
   1100.0       78   0.22813    
   1100.0       82   0.22813    
   1100.0       86   0.22813    
   1100.0       90   0.22813    
   1100.0       94   0.22813    
   1100.0       98   0.22813    
   1100.0      102   0.22813    
   1100.0      106   0.22813    
   1100.0      110   0.22813    
   1100.0      114   0.22813    
   1100.0      118   0.22813    
   1100.0      122   0.22813    
   1100.0      126   0.22813    
   1100.0      130   0.22813    
   1100.0      134   0.22813    
   1100.0      138   0.22813    
   1150.0        2   0.22816    
   1150.0        6   0.22827    
   1150.0       10   0.22843    
   1150.0       14   0.22864    
   1150.0       18   0.22886    
   1150.0       22   0.22908    
   1150.0       26   0.22928    
   1150.0       30   0.22944    
   1150.0       34   0.22956    
   1150.0       38   0.22964    
   1150.0       42   0.22969    
   1150.0       46   0.22972    
   1150.0       50   0.22973    
   1150.0       54   0.22973    
   1150.0       58   0.22973    
   1150.0       62   0.22973    
   1150.0       66   0.22973    
   1150.0       70   0.22973    
   1150.0       74   0.22973    
   1150.0       78   0.22973    
   1150.0       82   0.22973    
   1150.0       86   0.22973    
   1150.0       90   0.22973    
   1150.0       94   0.22973    
   1150.0       98   0.22973    
   1150.0      102   0.22973    
   1150.0      106   0.22973    
   1150.0      110   0.22973    
   1150.0      114   0.22973    
   1150.0      118   0.22973    
   1150.0      122   0.22973    
   1150.0      126   0.22973    
   1150.0      130   0.22973    
   1150.0      134   0.22973    
   1150.0      138   0.22973    
   1200.0        2   0.22975    
   1200.0        6   0.22984    
   1200.0       10   0.22997    
   1200.0       14   0.23014    
   1200.0       18   0.23031    
   1200.0       22   0.23049    
   1200.0       26   0.23066    
   1200.0       30   0.23079    
   1200.0       34   0.23090    
   1200.0       38   0.23097    
   1200.0       42   0.23101    
   1200.0       46   0.23103    
   1200.0       50   0.23104    
   1200.0       54   0.23105    
   1200.0       58   0.23105    
   1200.0       62   0.23105    
   1200.0       66   0.23105    
   1200.0       70   0.23105    
   1200.0       74   0.23105    
   1200.0       78   0.23105    
   1200.0       82   0.23105    
   1200.0       86   0.23105    
   1200.0       90   0.23105    
   1200.0       94   0.23105    
   1200.0       98   0.23105    
   1200.0      102   0.23105    
   1200.0      106   0.23105    
   1200.0      110   0.23105    
   1200.0      114   0.23105    
   1200.0      118   0.23105    
   1200.0      122   0.23105    
   1200.0      126   0.23105    
   1200.0      130   0.23105    
   1200.0      134   0.23105    
   1200.0      138   0.23105    
   1250.0        2   0.23106    
   1250.0        6   0.23113    
   1250.0       10   0.23124    
   1250.0       14   0.23137    
   1250.0       18   0.23151    
   1250.0       22   0.23166    
   1250.0       26   0.23179    
   1250.0       30   0.23190    
   1250.0       34   0.23199    
   1250.0       38   0.23205    
   1250.0       42   0.23209    
   1250.0       46   0.23211    
   1250.0       50   0.23212    
   1250.0       54   0.23212    
   1250.0       58   0.23212    
   1250.0       62   0.23212    
   1250.0       66   0.23212    
   1250.0       70   0.23212    
   1250.0       74   0.23212    
   1250.0       78   0.23212    
   1250.0       82   0.23212    
   1250.0       86   0.23212    
   1250.0       90   0.23212    
   1250.0       94   0.23212    
   1250.0       98   0.23212    
   1250.0      102   0.23212    
   1250.0      106   0.23212    
   1250.0      110   0.23212    
   1250.0      114   0.23212    
   1250.0      118   0.23212    
   1250.0      122   0.23212    
   1250.0      126   0.23212    
   1250.0      130   0.23212    
   1250.0      134   0.23212    
   1250.0      138   0.23212    
   1300.0        2   0.23214    
   1300.0        6   0.23219    
   1300.0       10   0.23227    
   1300.0       14   0.23238    
   1300.0       18   0.23249    
   1300.0       22   0.23261    
   1300.0       26   0.23272    
   1300.0       30   0.23281    
   1300.0       34   0.23288    
   1300.0       38   0.23294    
   1300.0       42   0.23297    
   1300.0       46   0.23299    
   1300.0       50   0.23300    
   1300.0       54   0.23300    
   1300.0       58   0.23300    
   1300.0       62   0.23300    
   1300.0       66   0.23300    
   1300.0       70   0.23300    
   1300.0       74   0.23300    
   1300.0       78   0.23300    
   1300.0       82   0.23300    
   1300.0       86   0.23300    
   1300.0       90   0.23300    
   1300.0       94   0.23300    
   1300.0       98   0.23300    
   1300.0      102   0.23300    
   1300.0      106   0.23300    
   1300.0      110   0.23300    
   1300.0      114   0.23300    
   1300.0      118   0.23300    
   1300.0      122   0.23300    
   1300.0      126   0.23300    
   1300.0      130   0.23300    
   1300.0      134   0.23300    
   1300.0      138   0.23300    
   1350.0        2   0.23301    
   1350.0        6   0.23305    
   1350.0       10   0.23312    
   1350.0       14   0.23320    
   1350.0       18   0.23329    
   1350.0       22   0.23338    
   1350.0       26   0.23347    
   1350.0       30   0.23355    
   1350.0       34   0.23361    
   1350.0       38   0.23365    
   1350.0       42   0.23368    
   1350.0       46   0.23370    
   1350.0       50   0.23371    
   1350.0       54   0.23371    
   1350.0       58   0.23371    
   1350.0       62   0.23371    
   1350.0       66   0.23371    
   1350.0       70   0.23371    
   1350.0       74   0.23371    
   1350.0       78   0.23371    
   1350.0       82   0.23371    
   1350.0       86   0.23371    
   1350.0       90   0.23371    
   1350.0       94   0.23371    
   1350.0       98   0.23371    
   1350.0      102   0.23371    
   1350.0      106   0.23371    
   1350.0      110   0.23371    
   1350.0      114   0.23371    
   1350.0      118   0.23371    
   1350.0      122   0.23371    
   1350.0      126   0.23371    
   1350.0      130   0.23371    
   1350.0      134   0.23371    
   1350.0      138   0.23371    
   1400.0        2   0.23372    
   1400.0        6   0.23375    
   1400.0       10   0.23380    
   1400.0       14   0.23387    
   1400.0       18   0.23394    
   1400.0       22   0.23401    
   1400.0       26   0.23408    
   1400.0       30   0.23415    
   1400.0       34   0.23420    
   1400.0       38   0.23423    
   1400.0       42   0.23426    
   1400.0       46   0.23427    
   1400.0       50   0.23428    
   1400.0       54   0.23428    
   1400.0       58   0.23428    
   1400.0       62   0.23428    
   1400.0       66   0.23428    
   1400.0       70   0.23428    
   1400.0       74   0.23428    
   1400.0       78   0.23428    
   1400.0       82   0.23428    
   1400.0       86   0.23428    
   1400.0       90   0.23428    
   1400.0       94   0.23428    
   1400.0       98   0.23428    
   1400.0      102   0.23428    
   1400.0      106   0.23428    
   1400.0      110   0.23428    
   1400.0      114   0.23428    
   1400.0      118   0.23428    
   1400.0      122   0.23428    
