 convergence of q_dag integral
 For T =    200.00000000000000     
   350.00       54   0.32645E-01
   350.00       58   0.32645E-01
   350.00       62   0.32645E-01
   350.00       66   0.32645E-01
   350.00       70   0.32645E-01
   350.00       74   0.32645E-01
   350.00       78   0.32645E-01
   350.00       82   0.32645E-01
   350.00       86   0.32645E-01
   350.00       90   0.32645E-01
   350.00       94   0.32645E-01
   350.00       98   0.32645E-01
   350.00      102   0.32645E-01
   350.00      106   0.32645E-01
   350.00      110   0.32645E-01
   350.00      114   0.32645E-01
   350.00      118   0.32645E-01
   350.00      122   0.32645E-01
   350.00      126   0.32645E-01
   350.00      130   0.32645E-01
   350.00      134   0.32645E-01
   350.00      138   0.32645E-01
   400.00        2   0.32825E-01
   400.00        6   0.33422E-01
   400.00       10   0.34240E-01
   400.00       14   0.35126E-01
   400.00       18   0.35931E-01
   400.00       22   0.36552E-01
   400.00       26   0.36962E-01
   400.00       30   0.37179E-01
   400.00       34   0.37255E-01
   400.00       38   0.37255E-01
   400.00       42   0.37255E-01
   400.00       46   0.37255E-01
   400.00       50   0.37255E-01
   400.00       54   0.37255E-01
   400.00       58   0.37255E-01
   400.00       62   0.37255E-01
   400.00       66   0.37255E-01
   400.00       70   0.37255E-01
   400.00       74   0.37255E-01
   400.00       78   0.37255E-01
   400.00       82   0.37255E-01
   400.00       86   0.37255E-01
   400.00       90   0.37255E-01
   400.00       94   0.37255E-01
   400.00       98   0.37255E-01
   400.00      102   0.37255E-01
   400.00      106   0.37255E-01
   400.00      110   0.37255E-01
   400.00      114   0.37255E-01
   400.00      118   0.37255E-01
   400.00      122   0.37255E-01
   400.00      126   0.37255E-01
   400.00      130   0.37255E-01
   400.00      134   0.37255E-01
   400.00      138   0.37255E-01
   450.00        2   0.37418E-01
   450.00        6   0.37967E-01
   450.00       10   0.38724E-01
   450.00       14   0.39554E-01
   450.00       18   0.40320E-01
   450.00       22   0.40929E-01
   450.00       26   0.41335E-01
   450.00       30   0.41568E-01
   450.00       34   0.41667E-01
   450.00       38   0.41683E-01
   450.00       42   0.41683E-01
   450.00       46   0.41683E-01
   450.00       50   0.41683E-01
   450.00       54   0.41683E-01
   450.00       58   0.41683E-01
   450.00       62   0.41683E-01
   450.00       66   0.41683E-01
   450.00       70   0.41683E-01
   450.00       74   0.41683E-01
   450.00       78   0.41683E-01
   450.00       82   0.41683E-01
   450.00       86   0.41683E-01
   450.00       90   0.41683E-01
   450.00       94   0.41683E-01
   450.00       98   0.41683E-01
   450.00      102   0.41683E-01
   450.00      106   0.41683E-01
   450.00      110   0.41683E-01
   450.00      114   0.41683E-01
   450.00      118   0.41683E-01
   450.00      122   0.41683E-01
   450.00      126   0.41683E-01
   450.00      130   0.41683E-01
   450.00      134   0.41683E-01
   450.00      138   0.41683E-01
   500.00        2   0.41829E-01
   500.00        6   0.42329E-01
   500.00       10   0.43024E-01
   500.00       14   0.43790E-01
   500.00       18   0.44509E-01
   500.00       22   0.45090E-01
   500.00       26   0.45495E-01
   500.00       30   0.45734E-01
   500.00       34   0.45845E-01
   500.00       38   0.45877E-01
   500.00       42   0.45877E-01
   500.00       46   0.45877E-01
   500.00       50   0.45877E-01
   500.00       54   0.45877E-01
   500.00       58   0.45877E-01
   500.00       62   0.45877E-01
   500.00       66   0.45877E-01
   500.00       70   0.45877E-01
   500.00       74   0.45877E-01
   500.00       78   0.45877E-01
   500.00       82   0.45877E-01
   500.00       86   0.45877E-01
   500.00       90   0.45877E-01
   500.00       94   0.45877E-01
   500.00       98   0.45877E-01
   500.00      102   0.45877E-01
   500.00      106   0.45877E-01
   500.00      110   0.45877E-01
   500.00      114   0.45877E-01
   500.00      118   0.45877E-01
   500.00      122   0.45877E-01
   500.00      126   0.45877E-01
   500.00      130   0.45877E-01
   500.00      134   0.45877E-01
   500.00      138   0.45877E-01
   550.00        2   0.46006E-01
   550.00        6   0.46457E-01
   550.00       10   0.47086E-01
   550.00       14   0.47787E-01
   550.00       18   0.48452E-01
   550.00       22   0.49000E-01
   550.00       26   0.49394E-01
   550.00       30   0.49630E-01
   550.00       34   0.49751E-01
   550.00       38   0.49793E-01
   550.00       42   0.49794E-01
   550.00       46   0.49794E-01
   550.00       50   0.49794E-01
   550.00       54   0.49794E-01
   550.00       58   0.49794E-01
   550.00       62   0.49794E-01
   550.00       66   0.49794E-01
   550.00       70   0.49794E-01
   550.00       74   0.49794E-01
   550.00       78   0.49794E-01
   550.00       82   0.49794E-01
   550.00       86   0.49794E-01
   550.00       90   0.49794E-01
   550.00       94   0.49794E-01
   550.00       98   0.49794E-01
   550.00      102   0.49794E-01
   550.00      106   0.49794E-01
   550.00      110   0.49794E-01
   550.00      114   0.49794E-01
   550.00      118   0.49794E-01
   550.00      122   0.49794E-01
   550.00      126   0.49794E-01
   550.00      130   0.49794E-01
   550.00      134   0.49794E-01
   550.00      138   0.49794E-01
   600.00        2   0.49908E-01
   600.00        6   0.50311E-01
   600.00       10   0.50876E-01
   600.00       14   0.51510E-01
   600.00       18   0.52119E-01
   600.00       22   0.52629E-01
   600.00       26   0.53004E-01
   600.00       30   0.53239E-01
   600.00       34   0.53363E-01
   600.00       38   0.53413E-01
   600.00       42   0.53421E-01
   600.00       46   0.53421E-01
   600.00       50   0.53421E-01
   600.00       54   0.53421E-01
   600.00       58   0.53421E-01
   600.00       62   0.53421E-01
   600.00       66   0.53421E-01
   600.00       70   0.53421E-01
   600.00       74   0.53421E-01
   600.00       78   0.53421E-01
   600.00       82   0.53421E-01
   600.00       86   0.53421E-01
   600.00       90   0.53421E-01
   600.00       94   0.53421E-01
   600.00       98   0.53421E-01
   600.00      102   0.53421E-01
   600.00      106   0.53421E-01
   600.00      110   0.53421E-01
   600.00      114   0.53421E-01
   600.00      118   0.53421E-01
   600.00      122   0.53421E-01
   600.00      126   0.53421E-01
   600.00      130   0.53421E-01
   600.00      134   0.53421E-01
   600.00      138   0.53421E-01
   650.00        2   0.53521E-01
   650.00        6   0.53877E-01
   650.00       10   0.54381E-01
   650.00       14   0.54950E-01
   650.00       18   0.55501E-01
   650.00       22   0.55970E-01
   650.00       26   0.56321E-01
   650.00       30   0.56550E-01
   650.00       34   0.56673E-01
   650.00       38   0.56727E-01
   650.00       42   0.56741E-01
   650.00       46   0.56741E-01
   650.00       50   0.56741E-01
   650.00       54   0.56741E-01
   650.00       58   0.56741E-01
   650.00       62   0.56741E-01
   650.00       66   0.56741E-01
   650.00       70   0.56741E-01
   650.00       74   0.56741E-01
   650.00       78   0.56741E-01
   650.00       82   0.56741E-01
   650.00       86   0.56741E-01
   650.00       90   0.56741E-01
   650.00       94   0.56741E-01
   650.00       98   0.56741E-01
   650.00      102   0.56741E-01
   650.00      106   0.56741E-01
   650.00      110   0.56741E-01
   650.00      114   0.56741E-01
   650.00      118   0.56741E-01
   650.00      122   0.56741E-01
   650.00      126   0.56741E-01
   650.00      130   0.56741E-01
   650.00      134   0.56741E-01
   650.00      138   0.56741E-01
   700.00        2   0.56827E-01
   700.00        6   0.57140E-01
   700.00       10   0.57584E-01
   700.00       14   0.58091E-01
   700.00       18   0.58585E-01
   700.00       22   0.59012E-01
   700.00       26   0.59337E-01
   700.00       30   0.59553E-01
   700.00       34   0.59676E-01
   700.00       38   0.59734E-01
   700.00       42   0.59753E-01
   700.00       46   0.59753E-01
   700.00       50   0.59753E-01
   700.00       54   0.59753E-01
   700.00       58   0.59753E-01
   700.00       62   0.59753E-01
   700.00       66   0.59753E-01
   700.00       70   0.59753E-01
   700.00       74   0.59753E-01
   700.00       78   0.59753E-01
   700.00       82   0.59753E-01
   700.00       86   0.59753E-01
   700.00       90   0.59753E-01
   700.00       94   0.59753E-01
   700.00       98   0.59753E-01
   700.00      102   0.59753E-01
   700.00      106   0.59753E-01
   700.00      110   0.59753E-01
   700.00      114   0.59753E-01
   700.00      118   0.59753E-01
   700.00      122   0.59753E-01
   700.00      126   0.59753E-01
   700.00      130   0.59753E-01
   700.00      134   0.59753E-01
   700.00      138   0.59753E-01
   750.00        2   0.59827E-01
   750.00        6   0.60099E-01
   750.00       10   0.60488E-01
   750.00       14   0.60934E-01
   750.00       18   0.61374E-01
   750.00       22   0.61758E-01
   750.00       26   0.62055E-01
   750.00       30   0.62258E-01
   750.00       34   0.62378E-01
   750.00       38   0.62436E-01
   750.00       42   0.62457E-01
   750.00       46   0.62461E-01
   750.00       50   0.62461E-01
   750.00       54   0.62461E-01
   750.00       58   0.62461E-01
   750.00       62   0.62461E-01
   750.00       66   0.62461E-01
   750.00       70   0.62461E-01
   750.00       74   0.62461E-01
   750.00       78   0.62461E-01
   750.00       82   0.62461E-01
   750.00       86   0.62461E-01
   750.00       90   0.62461E-01
   750.00       94   0.62461E-01
   750.00       98   0.62461E-01
   750.00      102   0.62461E-01
   750.00      106   0.62461E-01
   750.00      110   0.62461E-01
   750.00      114   0.62461E-01
   750.00      118   0.62461E-01
   750.00      122   0.62461E-01
   750.00      126   0.62461E-01
   750.00      130   0.62461E-01
   750.00      134   0.62461E-01
   750.00      138   0.62461E-01
   800.00        2   0.62523E-01
   800.00        6   0.62757E-01
   800.00       10   0.63094E-01
   800.00       14   0.63484E-01
   800.00       18   0.63872E-01
   800.00       22   0.64215E-01
   800.00       26   0.64485E-01
   800.00       30   0.64672E-01
   800.00       34   0.64786E-01
   800.00       38   0.64844E-01
   800.00       42   0.64867E-01
   800.00       46   0.64873E-01
   800.00       50   0.64873E-01
   800.00       54   0.64873E-01
   800.00       58   0.64873E-01
   800.00       62   0.64873E-01
   800.00       66   0.64873E-01
   800.00       70   0.64873E-01
   800.00       74   0.64873E-01
   800.00       78   0.64873E-01
   800.00       82   0.64873E-01
   800.00       86   0.64873E-01
   800.00       90   0.64873E-01
   800.00       94   0.64873E-01
   800.00       98   0.64873E-01
   800.00      102   0.64873E-01
   800.00      106   0.64873E-01
   800.00      110   0.64873E-01
   800.00      114   0.64873E-01
   800.00      118   0.64873E-01
   800.00      122   0.64873E-01
   800.00      126   0.64873E-01
   800.00      130   0.64873E-01
   800.00      134   0.64873E-01
   800.00      138   0.64873E-01
   850.00        2   0.64925E-01
   850.00        6   0.65125E-01
   850.00       10   0.65415E-01
   850.00       14   0.65752E-01
   850.00       18   0.66092E-01
   850.00       22   0.66395E-01
   850.00       26   0.66637E-01
   850.00       30   0.66808E-01
   850.00       34   0.66915E-01
   850.00       38   0.66972E-01
   850.00       42   0.66996E-01
   850.00       46   0.67004E-01
   850.00       50   0.67004E-01
   850.00       54   0.67004E-01
   850.00       58   0.67004E-01
   850.00       62   0.67004E-01
   850.00       66   0.67004E-01
   850.00       70   0.67004E-01
   850.00       74   0.67004E-01
   850.00       78   0.67004E-01
   850.00       82   0.67004E-01
   850.00       86   0.67004E-01
   850.00       90   0.67004E-01
   850.00       94   0.67004E-01
   850.00       98   0.67004E-01
   850.00      102   0.67004E-01
   850.00      106   0.67004E-01
   850.00      110   0.67004E-01
   850.00      114   0.67004E-01
   850.00      118   0.67004E-01
   850.00      122   0.67004E-01
   850.00      126   0.67004E-01
   850.00      130   0.67004E-01
   850.00      134   0.67004E-01
   850.00      138   0.67004E-01
   900.00        2   0.67047E-01
   900.00        6   0.67217E-01
   900.00       10   0.67464E-01
   900.00       14   0.67753E-01
   900.00       18   0.68047E-01
   900.00       22   0.68313E-01
   900.00       26   0.68529E-01
   900.00       30   0.68684E-01
   900.00       34   0.68783E-01
   900.00       38   0.68837E-01
   900.00       42   0.68861E-01
   900.00       46   0.68869E-01
   900.00       50   0.68870E-01
   900.00       54   0.68870E-01
   900.00       58   0.68870E-01
   900.00       62   0.68870E-01
   900.00       66   0.68870E-01
   900.00       70   0.68870E-01
   900.00       74   0.68870E-01
   900.00       78   0.68870E-01
   900.00       82   0.68870E-01
   900.00       86   0.68870E-01
   900.00       90   0.68870E-01
   900.00       94   0.68870E-01
   900.00       98   0.68870E-01
   900.00      102   0.68870E-01
   900.00      106   0.68870E-01
   900.00      110   0.68870E-01
   900.00      114   0.68870E-01
   900.00      118   0.68870E-01
   900.00      122   0.68870E-01
   900.00      126   0.68870E-01
   900.00      130   0.68870E-01
   900.00      134   0.68870E-01
   900.00      138   0.68870E-01
   950.00        2   0.68907E-01
   950.00        6   0.69049E-01
   950.00       10   0.69258E-01
   950.00       14   0.69504E-01
   950.00       18   0.69757E-01
   950.00       22   0.69988E-01
   950.00       26   0.70178E-01
   950.00       30   0.70317E-01
   950.00       34   0.70407E-01
   950.00       38   0.70459E-01
   950.00       42   0.70483E-01
   950.00       46   0.70492E-01
   950.00       50   0.70494E-01
   950.00       54   0.70494E-01
   950.00       58   0.70494E-01
   950.00       62   0.70494E-01
   950.00       66   0.70494E-01
   950.00       70   0.70494E-01
   950.00       74   0.70494E-01
   950.00       78   0.70494E-01
   950.00       82   0.70494E-01
   950.00       86   0.70494E-01
   950.00       90   0.70494E-01
   950.00       94   0.70494E-01
   950.00       98   0.70494E-01
   950.00      102   0.70494E-01
   950.00      106   0.70494E-01
   950.00      110   0.70494E-01
   950.00      114   0.70494E-01
   950.00      118   0.70494E-01
   950.00      122   0.70494E-01
   950.00      126   0.70494E-01
   950.00      130   0.70494E-01
   950.00      134   0.70494E-01
   950.00      138   0.70494E-01
   1000.0        2   0.70523E-01
   1000.0        6   0.70642E-01
   1000.0       10   0.70817E-01
   1000.0       14   0.71025E-01
   1000.0       18   0.71240E-01
   1000.0       22   0.71440E-01
   1000.0       26   0.71605E-01
   1000.0       30   0.71729E-01
   1000.0       34   0.71811E-01
   1000.0       38   0.71859E-01
   1000.0       42   0.71883E-01
   1000.0       46   0.71892E-01
   1000.0       50   0.71894E-01
   1000.0       54   0.71894E-01
   1000.0       58   0.71894E-01
   1000.0       62   0.71894E-01
   1000.0       66   0.71894E-01
   1000.0       70   0.71894E-01
   1000.0       74   0.71894E-01
   1000.0       78   0.71894E-01
   1000.0       82   0.71894E-01
   1000.0       86   0.71894E-01
   1000.0       90   0.71894E-01
   1000.0       94   0.71894E-01
   1000.0       98   0.71894E-01
   1000.0      102   0.71894E-01
   1000.0      106   0.71894E-01
   1000.0      110   0.71894E-01
   1000.0      114   0.71894E-01
   1000.0      118   0.71894E-01
   1000.0      122   0.71894E-01
   1000.0      126   0.71894E-01
   1000.0      130   0.71894E-01
   1000.0      134   0.71894E-01
   1000.0      138   0.71894E-01
   1050.0        2   0.71918E-01
   1050.0        6   0.72017E-01
   1050.0       10   0.72162E-01
   1050.0       14   0.72337E-01
   1050.0       18   0.72518E-01
   1050.0       22   0.72689E-01
   1050.0       26   0.72832E-01
   1050.0       30   0.72941E-01
   1050.0       34   0.73015E-01
   1050.0       38   0.73059E-01
   1050.0       42   0.73081E-01
   1050.0       46   0.73090E-01
   1050.0       50   0.73093E-01
   1050.0       54   0.73093E-01
   1050.0       58   0.73093E-01
   1050.0       62   0.73093E-01
   1050.0       66   0.73093E-01
   1050.0       70   0.73093E-01
   1050.0       74   0.73093E-01
   1050.0       78   0.73093E-01
   1050.0       82   0.73093E-01
   1050.0       86   0.73093E-01
   1050.0       90   0.73093E-01
   1050.0       94   0.73093E-01
   1050.0       98   0.73093E-01
   1050.0      102   0.73093E-01
   1050.0      106   0.73093E-01
   1050.0      110   0.73093E-01
   1050.0      114   0.73093E-01
   1050.0      118   0.73093E-01
   1050.0      122   0.73093E-01
   1050.0      126   0.73093E-01
   1050.0      130   0.73093E-01
   1050.0      134   0.73093E-01
   1050.0      138   0.73093E-01
   1100.0        2   0.73113E-01
   1100.0        6   0.73194E-01
   1100.0       10   0.73314E-01
   1100.0       14   0.73459E-01
   1100.0       18   0.73611E-01
   1100.0       22   0.73756E-01
   1100.0       26   0.73879E-01
   1100.0       30   0.73974E-01
   1100.0       34   0.74040E-01
   1100.0       38   0.74080E-01
   1100.0       42   0.74101E-01
   1100.0       46   0.74110E-01
   1100.0       50   0.74113E-01
   1100.0       54   0.74114E-01
   1100.0       58   0.74114E-01
   1100.0       62   0.74114E-01
   1100.0       66   0.74114E-01
   1100.0       70   0.74114E-01
   1100.0       74   0.74114E-01
   1100.0       78   0.74114E-01
   1100.0       82   0.74114E-01
   1100.0       86   0.74114E-01
   1100.0       90   0.74114E-01
   1100.0       94   0.74114E-01
   1100.0       98   0.74114E-01
   1100.0      102   0.74114E-01
   1100.0      106   0.74114E-01
   1100.0      110   0.74114E-01
   1100.0      114   0.74114E-01
   1100.0      118   0.74114E-01
   1100.0      122   0.74114E-01
   1100.0      126   0.74114E-01
   1100.0      130   0.74114E-01
   1100.0      134   0.74114E-01
   1100.0      138   0.74114E-01
   1150.0        2   0.74129E-01
   1150.0        6   0.74195E-01
   1150.0       10   0.74294E-01
   1150.0       14   0.74413E-01
   1150.0       18   0.74540E-01
   1150.0       22   0.74662E-01
   1150.0       26   0.74767E-01
   1150.0       30   0.74849E-01
   1150.0       34   0.74907E-01
   1150.0       38   0.74943E-01
   1150.0       42   0.74962E-01
   1150.0       46   0.74971E-01
   1150.0       50   0.74974E-01
   1150.0       54   0.74975E-01
   1150.0       58   0.74975E-01
   1150.0       62   0.74975E-01
   1150.0       66   0.74975E-01
   1150.0       70   0.74975E-01
   1150.0       74   0.74975E-01
   1150.0       78   0.74975E-01
   1150.0       82   0.74975E-01
   1150.0       86   0.74975E-01
   1150.0       90   0.74975E-01
   1150.0       94   0.74975E-01
   1150.0       98   0.74975E-01
   1150.0      102   0.74975E-01
   1150.0      106   0.74975E-01
   1150.0      110   0.74975E-01
   1150.0      114   0.74975E-01
   1150.0      118   0.74975E-01
   1150.0      122   0.74975E-01
   1150.0      126   0.74975E-01
   1150.0      130   0.74975E-01
   1150.0      134   0.74975E-01
   1150.0      138   0.74975E-01
   1200.0        2   0.74988E-01
   1200.0        6   0.75041E-01
   1200.0       10   0.75122E-01
   1200.0       14   0.75220E-01
   1200.0       18   0.75324E-01
   1200.0       22   0.75425E-01
   1200.0       26   0.75514E-01
   1200.0       30   0.75585E-01
   1200.0       34   0.75636E-01
   1200.0       38   0.75668E-01
   1200.0       42   0.75686E-01
   1200.0       46   0.75694E-01
   1200.0       50   0.75697E-01
   1200.0       54   0.75698E-01
   1200.0       58   0.75698E-01
   1200.0       62   0.75698E-01
   1200.0       66   0.75698E-01
   1200.0       70   0.75698E-01
   1200.0       74   0.75698E-01
   1200.0       78   0.75698E-01
   1200.0       82   0.75698E-01
   1200.0       86   0.75698E-01
   1200.0       90   0.75698E-01
   1200.0       94   0.75698E-01
   1200.0       98   0.75698E-01
   1200.0      102   0.75698E-01
   1200.0      106   0.75698E-01
   1200.0      110   0.75698E-01
   1200.0      114   0.75698E-01
   1200.0      118   0.75698E-01
   1200.0      122   0.75698E-01
   1200.0      126   0.75698E-01
   1200.0      130   0.75698E-01
   1200.0      134   0.75698E-01
   1200.0      138   0.75698E-01
   1250.0        2   0.75708E-01
   1250.0        6   0.75751E-01
   1250.0       10   0.75816E-01
   1250.0       14   0.75896E-01
   1250.0       18   0.75982E-01
   1250.0       22   0.76066E-01
   1250.0       26   0.76140E-01
   1250.0       30   0.76200E-01
   1250.0       34   0.76244E-01
   1250.0       38   0.76273E-01
   1250.0       42   0.76289E-01
   1250.0       46   0.76297E-01
   1250.0       50   0.76300E-01
   1250.0       54   0.76301E-01
   1250.0       58   0.76301E-01
   1250.0       62   0.76301E-01
   1250.0       66   0.76301E-01
   1250.0       70   0.76301E-01
   1250.0       74   0.76301E-01
   1250.0       78   0.76301E-01
   1250.0       82   0.76301E-01
   1250.0       86   0.76301E-01
   1250.0       90   0.76301E-01
   1250.0       94   0.76301E-01
   1250.0       98   0.76301E-01
   1250.0      102   0.76301E-01
   1250.0      106   0.76301E-01
   1250.0      110   0.76301E-01
   1250.0      114   0.76301E-01
   1250.0      118   0.76301E-01
   1250.0      122   0.76301E-01
   1250.0      126   0.76301E-01
   1250.0      130   0.76301E-01
   1250.0      134   0.76301E-01
   1250.0      138   0.76301E-01
   1300.0        2   0.76309E-01
