 In this file all energies are in cm-1, temperatures  in K,
 lengths in Angstroms, and angles in degrees

 *** Intermediate TS results for: 
  effective state 1 in electronic state  1 of channel  1 ***

 Ndag for J =    2
     E     Ndag(E,J) IRdag   
  11700.0 0.1817E+05    1
  11750.0 0.1851E+05    1
  11800.0 0.1884E+05    1
  11850.0 0.1918E+05    1
  11900.0 0.1953E+05    1
  11950.0 0.1988E+05    1
  12000.0 0.2023E+05    1
  12050.0 0.2059E+05    1
  12100.0 0.2096E+05    1
  12150.0 0.2133E+05    1
  12200.0 0.2171E+05    1
  12250.0 0.2209E+05    1
  12300.0 0.2247E+05    1
  12350.0 0.2286E+05    1
  12400.0 0.2326E+05    1
  12450.0 0.2366E+05    1
  12500.0 0.2407E+05    1
  12550.0 0.2449E+05    1
  12600.0 0.2491E+05    1
  12650.0 0.2533E+05    1
  12700.0 0.2576E+05    1
  12750.0 0.2620E+05    1
  12800.0 0.2664E+05    1
  12850.0 0.2709E+05    1
  12900.0 0.2754E+05    1
  12950.0 0.2800E+05    1
  13000.0 0.2847E+05    1
  13050.0 0.2894E+05    1
  13100.0 0.2942E+05    1
  13150.0 0.2991E+05    1
  13200.0 0.3040E+05    1
  13250.0 0.3090E+05    1
  13300.0 0.3140E+05    1
  13350.0 0.3191E+05    1
  13400.0 0.3243E+05    1
  13450.0 0.3295E+05    1
  13500.0 0.3349E+05    1
  13550.0 0.3402E+05    1
  13600.0 0.3457E+05    1
  13650.0 0.3512E+05    1
  13700.0 0.3568E+05    1
  13750.0 0.3624E+05    1
  13800.0 0.3682E+05    1
  13850.0 0.3740E+05    1
  13900.0 0.3798E+05    1
  13950.0 0.3858E+05    1
  14000.0 0.3918E+05    1
  14050.0 0.3979E+05    1
  14100.0 0.4041E+05    1
  14150.0 0.4103E+05    1
  14200.0 0.4166E+05    1
  14250.0 0.4230E+05    1
  14300.0 0.4295E+05    1
  14350.0 0.4361E+05    1
  14400.0 0.4427E+05    1
  14450.0 0.4494E+05    1
  14500.0 0.4562E+05    1
  14550.0 0.4631E+05    1
  14600.0 0.4700E+05    1
  14650.0 0.4771E+05    1
  14700.0 0.4842E+05    1
  14750.0 0.4914E+05    1
  14800.0 0.4987E+05    1
  14850.0 0.5061E+05    1
  14900.0 0.5136E+05    1
  14950.0 0.5211E+05    1
  15000.0 0.5288E+05    1
  15050.0 0.5365E+05    1
  15100.0 0.5443E+05    1
  15150.0 0.5522E+05    1
  15200.0 0.5602E+05    1
  15250.0 0.5683E+05    1
  15300.0 0.5765E+05    1
  15350.0 0.5848E+05    1
  15400.0 0.5932E+05    1
  15450.0 0.6016E+05    1
  15500.0 0.6102E+05    1
  15550.0 0.6189E+05    1
  15600.0 0.6276E+05    1
  15650.0 0.6365E+05    1
  15700.0 0.6455E+05    1
  15750.0 0.6545E+05    1
  15800.0 0.6637E+05    1
  15850.0 0.6730E+05    1
  15900.0 0.6823E+05    1
  15950.0 0.6918E+05    1
  16000.0 0.7014E+05    1
  16050.0 0.7111E+05    1
  16100.0 0.7208E+05    1
  16150.0 0.7307E+05    1
  16200.0 0.7407E+05    1
  16250.0 0.7508E+05    1
  16300.0 0.7611E+05    1
  16350.0 0.7714E+05    1
  16400.0 0.7818E+05    1
  16450.0 0.7924E+05    1
  16500.0 0.8031E+05    1
  16550.0 0.8138E+05    1
  16600.0 0.8247E+05    1
  16650.0 0.8358E+05    1
  16700.0 0.8469E+05    1
  16750.0 0.8581E+05    1
  16800.0 0.8695E+05    1
  16850.0 0.8810E+05    1
  16900.0 0.8926E+05    1
  16950.0 0.9043E+05    1
  17000.0 0.9162E+05    1
  17050.0 0.9281E+05    1
  17100.0 0.9402E+05    1
  17150.0 0.9525E+05    1
  17200.0 0.9648E+05    1
  17250.0 0.9773E+05    1
  17300.0 0.9899E+05    1
  17350.0 0.1003E+06    1
  17400.0 0.1016E+06    1
  17450.0 0.1029E+06    1
  17500.0 0.1042E+06    1
  17550.0 0.1055E+06    1
  17600.0 0.1068E+06    1
  17650.0 0.1082E+06    1
  17700.0 0.1096E+06    1
  17750.0 0.1109E+06    1
  17800.0 0.1123E+06    1
  17850.0 0.1137E+06    1
  17900.0 0.1152E+06    1
  17950.0 0.1166E+06    1
  18000.0 0.1180E+06    1
  18050.0 0.1195E+06    1
  18100.0 0.1210E+06    1
  18150.0 0.1225E+06    1
  18200.0 0.1240E+06    1
  18250.0 0.1255E+06    1
  18300.0 0.1271E+06    1
  18350.0 0.1286E+06    1
  18400.0 0.1302E+06    1
  18450.0 0.1318E+06    1
  18500.0 0.1334E+06    1
  18550.0 0.1350E+06    1
  18600.0 0.1366E+06    1
  18650.0 0.1383E+06    1
  18700.0 0.1399E+06    1
  18750.0 0.1416E+06    1
  18800.0 0.1433E+06    1
  18850.0 0.1450E+06    1
  18900.0 0.1467E+06    1
  18950.0 0.1485E+06    1
  19000.0 0.1502E+06    1
  19050.0 0.1520E+06    1
  19100.0 0.1538E+06    1
  19150.0 0.1556E+06    1
  19200.0 0.1574E+06    1
  19250.0 0.1593E+06    1
  19300.0 0.1611E+06    1
  19350.0 0.1630E+06    1
  19400.0 0.1649E+06    1
  19450.0 0.1668E+06    1
  19500.0 0.1687E+06    1
  19550.0 0.1707E+06    1
  19600.0 0.1727E+06    1
  19650.0 0.1746E+06    1
  19700.0 0.1766E+06    1
  19750.0 0.1787E+06    1
  19800.0 0.1807E+06    1
  19850.0 0.1828E+06    1
  19900.0 0.1848E+06    1
  19950.0 0.1869E+06    1
  20000.0 0.1890E+06    1
  20050.0 0.1912E+06    1
  20100.0 0.1933E+06    1
  20150.0 0.1955E+06    1
  20200.0 0.1977E+06    1
  20250.0 0.1999E+06    1
  20300.0 0.2021E+06    1
  20350.0 0.2044E+06    1
  20400.0 0.2066E+06    1
  20450.0 0.2089E+06    1
  20500.0 0.2112E+06    1
  20550.0 0.2136E+06    1
  20600.0 0.2159E+06    1
  20650.0 0.2183E+06    1
  20700.0 0.2207E+06    1
  20750.0 0.2231E+06    1
  20800.0 0.2255E+06    1
  20850.0 0.2280E+06    1
  20900.0 0.2305E+06    1
  20950.0 0.2330E+06    1
  21000.0 0.2355E+06    1
  21050.0 0.2380E+06    1
  21100.0 0.2406E+06    1
  21150.0 0.2432E+06    1
  21200.0 0.2458E+06    1
  21250.0 0.2484E+06    1
  21300.0 0.2511E+06    1
  21350.0 0.2537E+06    1
  21400.0 0.2564E+06    1
  21450.0 0.2591E+06    1
  21500.0 0.2619E+06    1
  21550.0 0.2647E+06    1
  21600.0 0.2674E+06    1
  21650.0 0.2703E+06    1
  21700.0 0.2731E+06    1
  21750.0 0.2759E+06    1
  21800.0 0.2788E+06    1
  21850.0 0.2817E+06    1
  21900.0 0.2847E+06    1
  21950.0 0.2876E+06    1
  22000.0 0.2906E+06    1
  22050.0 0.2936E+06    1
  22100.0 0.2966E+06    1
  22150.0 0.2997E+06    1
  22200.0 0.3028E+06    1
  22250.0 0.3059E+06    1
  22300.0 0.3090E+06    1
  22350.0 0.3122E+06    1
  22400.0 0.3153E+06    1
  22450.0 0.3185E+06    1
  22500.0 0.3218E+06    1
  22550.0 0.3250E+06    1
  22600.0 0.3283E+06    1
  22650.0 0.3316E+06    1
  22700.0 0.3350E+06    1
  22750.0 0.3383E+06    1
  22800.0 0.3417E+06    1
  22850.0 0.3452E+06    1
  22900.0 0.3486E+06    1
  22950.0 0.3521E+06    1
  23000.0 0.3556E+06    1
  23050.0 0.3591E+06    1
  23100.0 0.3627E+06    1
  23150.0 0.3662E+06    1
  23200.0 0.3699E+06    1
  23250.0 0.3735E+06    1
  23300.0 0.3772E+06    1
  23350.0 0.3809E+06    1
  23400.0 0.3846E+06    1
  23450.0 0.3883E+06    1
  23500.0 0.3921E+06    1
  23550.0 0.3960E+06    1
  23600.0 0.3998E+06    1
  23650.0 0.4037E+06    1
  23700.0 0.4076E+06    1
  23750.0 0.4115E+06    1
  23800.0 0.4155E+06    1
  23850.0 0.4195E+06    1
  23900.0 0.4235E+06    1
  23950.0 0.4276E+06    1
  24000.0 0.4316E+06    1
  24050.0 0.4358E+06    1
  24100.0 0.4399E+06    1
  24150.0 0.4441E+06    1
  24200.0 0.4483E+06    1
  24250.0 0.4526E+06    1
  24300.0 0.4568E+06    1
  24350.0 0.4611E+06    1
  24400.0 0.4655E+06    1
  24450.0 0.4699E+06    1
  24500.0 0.4743E+06    1
  24550.0 0.4787E+06    1
  24600.0 0.4832E+06    1
  24650.0 0.4877E+06    1
  24700.0 0.4922E+06    1
  24750.0 0.4968E+06    1
  24800.0 0.5014E+06    1
  24850.0 0.5060E+06    1
  24900.0 0.5107E+06    1
  24950.0 0.5154E+06    1
  25000.0 0.5202E+06    1
  25050.0 0.5250E+06    1
  25100.0 0.5298E+06    1
  25150.0 0.5346E+06    1
  25200.0 0.5395E+06    1
  25250.0 0.5444E+06    1
  25300.0 0.5494E+06    1
  25350.0 0.5544E+06    1
  25400.0 0.5594E+06    1
  25450.0 0.5645E+06    1
  25500.0 0.5696E+06    1
  25550.0 0.5747E+06    1
  25600.0 0.5799E+06    1
  25650.0 0.5851E+06    1
  25700.0 0.5904E+06    1
  25750.0 0.5956E+06    1
  25800.0 0.6010E+06    1
  25850.0 0.6063E+06    1
  25900.0 0.6117E+06    1
  25950.0 0.6172E+06    1
  26000.0 0.6227E+06    1
  26050.0 0.6282E+06    1
  26100.0 0.6337E+06    1
  26150.0 0.6393E+06    1
  26200.0 0.6450E+06    1
  26250.0 0.6506E+06    1
  26300.0 0.6564E+06    1
  26350.0 0.6621E+06    1
  26400.0 0.6679E+06    1
  26450.0 0.6737E+06    1
  26500.0 0.6796E+06    1
  26550.0 0.6855E+06    1
  26600.0 0.6915E+06    1
  26650.0 0.6975E+06    1
  26700.0 0.7035E+06    1
  26750.0 0.7096E+06    1
  26800.0 0.7157E+06    1
  26850.0 0.7219E+06    1
  26900.0 0.7281E+06    1
  26950.0 0.7344E+06    1
  27000.0 0.7407E+06    1
  27050.0 0.7470E+06    1
  27100.0 0.7534E+06    1
  27150.0 0.7598E+06    1
  27200.0 0.7663E+06    1
  27250.0 0.7728E+06    1
  27300.0 0.7793E+06    1
  27350.0 0.7859E+06    1
  27400.0 0.7926E+06    1
  27450.0 0.7993E+06    1
  27500.0 0.8060E+06    1
  27550.0 0.8128E+06    1
  27600.0 0.8196E+06    1
  27650.0 0.8265E+06    1
  27700.0 0.8334E+06    1
  27750.0 0.8404E+06    1
  27800.0 0.8474E+06    1
  27850.0 0.8544E+06    1
  27900.0 0.8615E+06    1
  27950.0 0.8687E+06    1
  28000.0 0.8759E+06    1
  28050.0 0.8831E+06    1
  28100.0 0.8904E+06    1
  28150.0 0.8978E+06    1
  28200.0 0.9051E+06    1
  28250.0 0.9126E+06    1
  28300.0 0.9201E+06    1
  28350.0 0.9276E+06    1
  28400.0 0.9352E+06    1
  28450.0 0.9428E+06    1
  28500.0 0.9505E+06    1
  28550.0 0.9582E+06    1
  28600.0 0.9660E+06    1
  28650.0 0.9739E+06    1
  28700.0 0.9817E+06    1
  28750.0 0.9897E+06    1
  28800.0 0.9977E+06    1
  28850.0 0.1006E+07    1
  28900.0 0.1014E+07    1
  28950.0 0.1022E+07    1
  29000.0 0.1030E+07    1
  29050.0 0.1038E+07    1
  29100.0 0.1047E+07    1
  29150.0 0.1055E+07    1
  29200.0 0.1063E+07    1
  29250.0 0.1072E+07    1
  29300.0 0.1080E+07    1
  29350.0 0.1089E+07    1
  29400.0 0.1098E+07    1
  29450.0 0.1106E+07    1
  29500.0 0.1115E+07    1
  29550.0 0.1124E+07    1
  29600.0 0.1133E+07    1
  29650.0 0.1142E+07    1
  29700.0 0.1150E+07    1
  29750.0 0.1159E+07    1
  29800.0 0.1169E+07    1
  29850.0 0.1178E+07    1
  29900.0 0.1187E+07    1
  29950.0 0.1196E+07    1

 Ndag for J =    6
     E     Ndag(E,J) IRdag   
      0.0 0.1748E-01    1
     50.0 0.2705E-01    1
    100.0 0.4137E-01    1
    150.0 0.5966E-01    1
    200.0 0.8509E-01    1
    250.0 0.1201        1
    300.0 0.1651        1
    350.0 0.2235        1
    400.0 0.2984        1
    450.0 0.3934        1
    500.0 0.5132        1
    550.0 0.6624        1
    600.0 0.8486        1
    650.0  1.076        1
    700.0  1.353        1
    750.0  1.685        1
    800.0  2.080        1
    850.0  2.546        1
    900.0  3.091        1
    950.0  3.721        1
   1000.0  4.445        1
   1050.0  5.270        1
   1100.0  6.204        1
   1150.0  7.252        1
   1200.0  8.422        1
   1250.0  9.722        1
   1300.0  11.16        1
   1350.0  12.74        1
   1400.0  14.48        1
   1450.0  16.38        1
   1500.0  18.45        1
   1550.0  20.70        1
   1600.0  23.15        1
   1650.0  25.79        1
   1700.0  28.65        1
   1750.0  31.72        1
   1800.0  35.02        1
   1850.0  38.56        1
   1900.0  42.34        1
   1950.0  46.38        1
   2000.0  50.68        1
   2050.0  55.26        1
   2100.0  60.12        1
   2150.0  65.28        1
   2200.0  70.76        1
   2250.0  76.56        1
   2300.0  82.70        1
   2350.0  89.19        1
   2400.0  96.05        1
   2450.0  103.3        1
   2500.0  111.0        1
   2550.0  119.0        1
   2600.0  127.5        1
   2650.0  136.5        1
   2700.0  145.9        1
   2750.0  155.8        1
   2800.0  166.2        1
   2850.0  177.1        1
   2900.0  188.6        1
   2950.0  200.5        1
   3000.0  213.1        1
   3050.0  226.2        1
   3100.0  239.9        1
   3150.0  254.2        1
   3200.0  269.2        1
   3250.0  284.8        1
   3300.0  301.0        1
   3350.0  317.9        1
   3400.0  335.6        1
   3450.0  353.9        1
   3500.0  373.0        1
   3550.0  392.9        1
   3600.0  413.5        1
   3650.0  434.9        1
   3700.0  457.1        1
   3750.0  480.1        1
   3800.0  504.0        1
   3850.0  528.8        1
   3900.0  554.4        1
   3950.0  580.9        1
   4000.0  608.4        1
   4050.0  636.9        1
   4100.0  666.3        1
   4150.0  696.8        1
   4200.0  728.3        1
   4250.0  760.8        1
   4300.0  794.5        1
   4350.0  829.3        1
   4400.0  865.3        1
   4450.0  902.5        1
   4500.0  940.9        1
   4550.0  980.6        1
   4600.0  1021.        1
   4650.0  1064.        1
   4700.0  1107.        1
   4750.0  1152.        1
   4800.0  1199.        1
   4850.0  1247.        1
   4900.0  1296.        1
   4950.0  1347.        1
   5000.0  1399.        1
   5050.0  1453.        1
   5100.0  1509.        1
   5150.0  1566.        1
   5200.0  1625.        1
   5250.0  1686.        1
   5300.0  1748.        1
   5350.0  1812.        1
   5400.0  1878.        1
   5450.0  1946.        1
   5500.0  2016.        1
   5550.0  2088.        1
   5600.0  2162.        1
   5650.0  2238.        1
   5700.0  2315.        1
   5750.0  2395.        1
   5800.0  2477.        1
   5850.0  2562.        1
   5900.0  2648.        1
   5950.0  2737.        1
   6000.0  2828.        1
   6050.0  2921.        1
   6100.0  3017.        1
   6150.0  3116.        1
   6200.0  3216.        1
   6250.0  3320.        1
   6300.0  3426.        1
   6350.0  3535.        1
   6400.0  3646.        1
   6450.0  3760.        1
   6500.0  3877.        1
   6550.0  3997.        1
   6600.0  4119.        1
   6650.0  4245.        1
   6700.0  4374.        1
   6750.0  4505.        1
   6800.0  4640.        1
   6850.0  4778.        1
   6900.0  4920.        1
   6950.0  5064.        1
   7000.0  5212.        1
   7050.0  5363.        1
   7100.0  5518.        1
   7150.0  5676.        1
   7200.0  5837.        1
   7250.0  6002.        1
   7300.0  6171.        1
   7350.0  6344.        1
   7400.0  6520.        1
   7450.0  6700.        1
   7500.0  6884.        1
   7550.0  7072.        1
   7600.0  7263.        1
   7650.0  7459.        1
   7700.0  7659.        1
   7750.0  7864.        1
   7800.0  8072.        1
   7850.0  8285.        1
   7900.0  8502.        1
   7950.0  8723.        1
   8000.0  8950.        1
   8050.0  9180.        1
   8100.0  9416.        1
   8150.0  9656.        1
   8200.0  9901.        1
   8250.0 0.1015E+05    1
   8300.0 0.1041E+05    1
   8350.0 0.1067E+05    1
   8400.0 0.1093E+05    1
   8450.0 0.1120E+05    1
   8500.0 0.1148E+05    1
   8550.0 0.1176E+05    1
   8600.0 0.1204E+05    1
   8650.0 0.1233E+05    1
   8700.0 0.1263E+05    1
   8750.0 0.1293E+05    1
   8800.0 0.1324E+05    1
   8850.0 0.1356E+05    1
   8900.0 0.1388E+05    1
   8950.0 0.1420E+05    1
   9000.0 0.1454E+05    1
   9050.0 0.1487E+05    1
   9100.0 0.1522E+05    1
   9150.0 0.1557E+05    1
   9200.0 0.1593E+05    1
   9250.0 0.1629E+05    1
   9300.0 0.1666E+05    1
   9350.0 0.1704E+05    1
   9400.0 0.1742E+05    1
   9450.0 0.1781E+05    1
   9500.0 0.1821E+05    1
   9550.0 0.1861E+05    1
   9600.0 0.1902E+05    1
   9650.0 0.1944E+05    1
   9700.0 0.1987E+05    1
   9750.0 0.2030E+05    1
   9800.0 0.2074E+05    1
   9850.0 0.2119E+05    1
   9900.0 0.2164E+05    1
   9950.0 0.2211E+05    1
  10000.0 0.2258E+05    1
  10050.0 0.2306E+05    1
  10100.0 0.2355E+05    1
  10150.0 0.2404E+05    1
  10200.0 0.2455E+05    1
  10250.0 0.2506E+05    1
  10300.0 0.2558E+05    1
  10350.0 0.2611E+05    1
  10400.0 0.2665E+05    1
  10450.0 0.2719E+05    1
  10500.0 0.2775E+05    1
  10550.0 0.2831E+05    1
  10600.0 0.2889E+05    1
  10650.0 0.2947E+05    1
  10700.0 0.3006E+05    1
  10750.0 0.3066E+05    1
  10800.0 0.3127E+05    1
  10850.0 0.3189E+05    1
  10900.0 0.3252E+05    1
  10950.0 0.3316E+05    1
  11000.0 0.3381E+05    1
  11050.0 0.3447E+05    1
  11100.0 0.3514E+05    1
  11150.0 0.3583E+05    1
  11200.0 0.3652E+05    1
  11250.0 0.3722E+05    1
  11300.0 0.3793E+05    1
  11350.0 0.3865E+05    1
  11400.0 0.3939E+05    1
  11450.0 0.4013E+05    1
  11500.0 0.4089E+05    1
  11550.0 0.4165E+05    1
  11600.0 0.4243E+05    1
  11650.0 0.4322E+05    1
  11700.0 0.4402E+05    1
  11750.0 0.4484E+05    1
  11800.0 0.4566E+05    1
  11850.0 0.4650E+05    1
  11900.0 0.4735E+05    1
  11950.0 0.4821E+05    1
  12000.0 0.4909E+05    1
  12050.0 0.4997E+05    1
  12100.0 0.5087E+05    1
  12150.0 0.5178E+05    1
  12200.0 0.5271E+05    1
  12250.0 0.5365E+05    1
  12300.0 0.5460E+05    1
  12350.0 0.5556E+05    1
  12400.0 0.5654E+05    1
  12450.0 0.5753E+05    1
  12500.0 0.5854E+05    1
  12550.0 0.5956E+05    1
  12600.0 0.6059E+05    1
  12650.0 0.6164E+05    1
  12700.0 0.6270E+05    1
  12750.0 0.6378E+05    1
  12800.0 0.6487E+05    1
  12850.0 0.6598E+05    1
  12900.0 0.6710E+05    1
  12950.0 0.6824E+05    1
  13000.0 0.6939E+05    1
  13050.0 0.7056E+05    1
  13100.0 0.7174E+05    1
  13150.0 0.7294E+05    1
  13200.0 0.7415E+05    1
  13250.0 0.7538E+05    1
  13300.0 0.7663E+05    1
  13350.0 0.7789E+05    1
  13400.0 0.7917E+05    1
  13450.0 0.8047E+05    1
  13500.0 0.8178E+05    1
  13550.0 0.8311E+05    1
  13600.0 0.8446E+05    1
  13650.0 0.8582E+05    1
  13700.0 0.8720E+05    1
  13750.0 0.8860E+05    1
  13800.0 0.9002E+05    1
  13850.0 0.9146E+05    1
  13900.0 0.9291E+05    1
  13950.0 0.9438E+05    1
  14000.0 0.9587E+05    1
  14050.0 0.9738E+05    1
  14100.0 0.9891E+05    1
  14150.0 0.1005E+06    1
  14200.0 0.1020E+06    1
  14250.0 0.1036E+06    1
  14300.0 0.1052E+06    1
  14350.0 0.1068E+06    1
  14400.0 0.1085E+06    1
  14450.0 0.1101E+06    1
  14500.0 0.1118E+06    1
  14550.0 0.1135E+06    1
  14600.0 0.1153E+06    1
  14650.0 0.1170E+06    1
  14700.0 0.1188E+06    1
  14750.0 0.1206E+06    1
  14800.0 0.1224E+06    1
  14850.0 0.1242E+06    1
  14900.0 0.1261E+06    1
  14950.0 0.1279E+06    1
  15000.0 0.1298E+06    1
  15050.0 0.1318E+06    1
  15100.0 0.1337E+06    1
  15150.0 0.1357E+06    1
  15200.0 0.1377E+06    1
  15250.0 0.1397E+06    1
  15300.0 0.1417E+06    1
  15350.0 0.1438E+06    1
  15400.0 0.1459E+06    1
  15450.0 0.1480E+06    1
  15500.0 0.1501E+06    1
  15550.0 0.1522E+06    1
  15600.0 0.1544E+06    1
  15650.0 0.1566E+06    1
  15700.0 0.1589E+06    1
  15750.0 0.1611E+06    1
  15800.0 0.1634E+06    1
  15850.0 0.1657E+06    1
  15900.0 0.1680E+06    1
  15950.0 0.1704E+06    1
  16000.0 0.1728E+06    1
  16050.0 0.1752E+06    1
  16100.0 0.1776E+06    1
  16150.0 0.1801E+06    1
  16200.0 0.1826E+06    1
  16250.0 0.1851E+06    1
  16300.0 0.1876E+06    1
  16350.0 0.1902E+06    1
  16400.0 0.1928E+06    1
  16450.0 0.1955E+06    1
  16500.0 0.1981E+06    1
  16550.0 0.2008E+06    1
  16600.0 0.2035E+06    1
  16650.0 0.2063E+06    1
  16700.0 0.2090E+06    1
  16750.0 0.2118E+06    1
  16800.0 0.2147E+06    1
  16850.0 0.2175E+06    1
  16900.0 0.2204E+06    1
  16950.0 0.2234E+06    1
  17000.0 0.2263E+06    1
  17050.0 0.2293E+06    1
  17100.0 0.2323E+06    1
  17150.0 0.2354E+06    1
  17200.0 0.2385E+06    1
  17250.0 0.2416E+06    1
  17300.0 0.2447E+06    1
  17350.0 0.2479E+06    1
  17400.0 0.2511E+06    1
  17450.0 0.2544E+06    1
