========================================
ch3oh_W1_Energy_1_0.0.out
0.001 atm
T,R->W1
400.0,2.85423e-11
410.0,2.69934e-11
420.0,2.55199e-11
430.0,2.41133e-11
440.0,2.28075e-11
450.0,2.15595e-11
460.0,2.03876e-11
470.0,1.92829e-11
480.0,1.82254e-11
490.0,1.72451e-11
500.0,1.63163e-11
510.0,1.54347e-11
520.0,1.45993e-11
530.0,1.38225e-11
540.0,1.30907e-11
550.0,1.23965e-11
560.0,1.17414e-11
570.0,1.11225e-11
580.0,1.05359e-11
590.0,9.98294e-12
600.0,9.46251e-12
610.0,8.97128e-12
620.0,8.50787e-12
630.0,8.07097e-12
640.0,7.658e-12
650.0,7.26782e-12
660.0,6.89858e-12
670.0,6.54676e-12
680.0,6.21769e-12
690.0,5.90672e-12
700.0,5.61367e-12
800.0,3.40664e-12
900.0,2.11169e-12
1000.0,1.33487e-12
1100.0,8.59416e-13
1200.0,5.6106e-13
1300.0,3.71207e-13
1400.0,2.48939e-13
1500.0,1.69411e-13
1600.0,1.16855e-13
1700.0,8.02028e-14
1800.0,5.6388e-14
1900.0,3.95709e-14
2000.0,2.8281e-14
2100.0,1.99995e-14
2200.0,1.47022e-14
2300.0,1.0521e-14
2400.0,7.66909e-15
========================================
ch3oh_W1_Energy_1_0.0.out
0.1 atm
T,R->W1
200.0,9.58344e-11
210.0,9.4531e-11
220.0,9.31817e-11
230.0,9.17884e-11
240.0,9.03709e-11
250.0,8.88865e-11
260.0,8.73937e-11
270.0,8.5841e-11
280.0,8.42588e-11
290.0,8.26326e-11
300.0,8.0942e-11
310.0,7.92429e-11
320.0,7.75374e-11
330.0,7.58091e-11
340.0,7.40153e-11
350.0,7.2245e-11
360.0,7.04433e-11
370.0,6.8665e-11
380.0,6.68457e-11
390.0,6.50429e-11
400.0,6.32704e-11
410.0,6.14951e-11
420.0,5.9733e-11
430.0,5.79641e-11
440.0,5.62498e-11
450.0,5.45394e-11
460.0,5.28615e-11
470.0,5.1216e-11
480.0,4.95791e-11
490.0,4.79956e-11
500.0,4.64407e-11
510.0,4.49153e-11
520.0,4.34196e-11
530.0,4.19727e-11
540.0,4.05616e-11
550.0,3.91833e-11
560.0,3.78432e-11
570.0,3.65389e-11
580.0,3.52666e-11
590.0,3.40314e-11
600.0,3.28367e-11
610.0,3.16784e-11
620.0,3.05547e-11
630.0,2.94668e-11
640.0,2.84149e-11
650.0,2.73969e-11
660.0,2.64097e-11
670.0,2.54529e-11
680.0,2.45331e-11
690.0,2.36446e-11
700.0,2.27861e-11
800.0,1.56854e-11
900.0,1.07781e-11
1000.0,7.42014e-12
1100.0,5.1283e-12
1200.0,3.56154e-12
1300.0,2.48682e-12
1400.0,1.74689e-12
1500.0,1.23483e-12
1600.0,8.78516e-13
1700.0,6.27499e-13
1800.0,4.51413e-13
1900.0,3.2633e-13
2000.0,2.3728e-13
2100.0,1.73272e-13
2200.0,1.27658e-13
2300.0,9.41214e-14
2400.0,7.00761e-14
========================================
ch3oh_W1_Energy_1_0.0.out
1.0 atm
T,R->W1
200.0,9.87413e-11
210.0,9.79789e-11
220.0,9.72313e-11
230.0,9.64987e-11
240.0,9.57975e-11
250.0,9.50845e-11
260.0,9.44172e-11
270.0,9.37355e-11
280.0,9.30707e-11
290.0,9.23966e-11
300.0,9.16925e-11
310.0,9.10065e-11
320.0,9.03307e-11
330.0,8.96442e-11
340.0,8.8902e-11
350.0,8.81799e-11
360.0,8.7424e-11
370.0,8.66745e-11
380.0,8.58705e-11
390.0,8.50593e-11
400.0,8.42493e-11
410.0,8.34022e-11
420.0,8.25377e-11
430.0,8.16235e-11
440.0,8.07222e-11
450.0,7.97795e-11
460.0,7.88262e-11
470.0,7.78554e-11
480.0,7.68454e-11
490.0,7.58372e-11
500.0,7.48105e-11
510.0,7.37609e-11
520.0,7.26932e-11
530.0,7.16234e-11
540.0,7.05427e-11
550.0,6.94482e-11
560.0,6.8344e-11
570.0,6.72304e-11
580.0,6.61053e-11
590.0,6.49747e-11
600.0,6.38444e-11
610.0,6.27121e-11
620.0,6.15783e-11
630.0,6.0444e-11
640.0,5.93119e-11
650.0,5.8182e-11
660.0,5.70536e-11
670.0,5.59282e-11
680.0,5.48126e-11
690.0,5.37035e-11
700.0,5.26014e-11
800.0,4.21418e-11
900.0,3.30587e-11
1000.0,2.55442e-11
1100.0,1.95258e-11
1200.0,1.48168e-11
1300.0,1.11887e-11
1400.0,8.4259e-12
1500.0,6.3363e-12
1600.0,4.76351e-12
1700.0,3.58243e-12
1800.0,2.69683e-12
1900.0,2.03352e-12
2000.0,1.53607e-12
2100.0,1.1629e-12
2200.0,8.82994e-13
2300.0,6.723e-13
2400.0,5.14178e-13
========================================
ch3oh_W1_Energy_1_0.0.out
10.0 atm
T,R->W1
200.0,9.90665e-11
210.0,9.83731e-11
220.0,9.77055e-11
230.0,9.70651e-11
240.0,9.64689e-11
250.0,9.58754e-11
260.0,9.53435e-11
270.0,9.48136e-11
280.0,9.43189e-11
290.0,9.38336e-11
300.0,9.33388e-11
310.0,9.28834e-11
320.0,9.24594e-11
330.0,9.20472e-11
340.0,9.16033e-11
350.0,9.12023e-11
360.0,9.07924e-11
370.0,9.04116e-11
380.0,9.00015e-11
390.0,8.96076e-11
400.0,8.92371e-11
410.0,8.88516e-11
420.0,8.84721e-11
430.0,8.8063e-11
440.0,8.76855e-11
450.0,8.72848e-11
460.0,8.68923e-11
470.0,8.64962e-11
480.0,8.60765e-11
490.0,8.56692e-11
500.0,8.5256e-11
510.0,8.48268e-11
520.0,8.43886e-11
530.0,8.39516e-11
540.0,8.35095e-11
550.0,8.30558e-11
560.0,8.25905e-11
570.0,8.21138e-11
580.0,8.16238e-11
590.0,8.11234e-11
600.0,8.0615e-11
610.0,8.00966e-11
620.0,7.95694e-11
630.0,7.90307e-11
640.0,7.84798e-11
650.0,7.79176e-11
660.0,7.73447e-11
670.0,7.67597e-11
680.0,7.61657e-11
690.0,7.55607e-11
700.0,7.49468e-11
800.0,6.82515e-11
900.0,6.0828e-11
1000.0,5.312e-11
1100.0,4.55456e-11
1200.0,3.84425e-11
1300.0,3.20195e-11
1400.0,2.63833e-11
1500.0,2.15477e-11
1600.0,1.74749e-11
1700.0,1.40941e-11
1800.0,1.13164e-11
1900.0,9.05702e-12
2000.0,7.23007e-12
2100.0,5.76178e-12
2200.0,4.58693e-12
2300.0,3.65074e-12
2400.0,2.9074e-12
========================================
ch3oh_W1_Energy_1_0.0.out
0.001 atm
T,R->P1
200.0,1.81518e-11
210.0,1.91491e-11
220.0,2.00158e-11
230.0,2.07527e-11
240.0,2.13599e-11
250.0,2.18643e-11
260.0,2.22575e-11
270.0,2.25532e-11
280.0,2.27786e-11
290.0,2.29171e-11
300.0,2.29795e-11
310.0,2.2991e-11
320.0,2.29563e-11
330.0,2.28535e-11
340.0,2.27294e-11
350.0,2.2561e-11
360.0,2.23718e-11
370.0,2.2135e-11
380.0,2.18945e-11
390.0,2.16316e-11
400.0,2.13688e-11
410.0,2.10705e-11
420.0,2.07805e-11
430.0,2.04669e-11
440.0,2.01628e-11
450.0,1.98432e-11
460.0,1.95193e-11
470.0,1.92059e-11
480.0,1.88826e-11
490.0,1.8562e-11
500.0,1.82499e-11
510.0,1.79381e-11
520.0,1.76276e-11
530.0,1.73181e-11
540.0,1.70116e-11
550.0,1.67141e-11
560.0,1.64213e-11
570.0,1.61333e-11
580.0,1.58508e-11
590.0,1.55735e-11
600.0,1.53013e-11
610.0,1.50345e-11
620.0,1.47729e-11
630.0,1.45151e-11
640.0,1.42649e-11
650.0,1.40203e-11
660.0,1.37817e-11
670.0,1.35543e-11
680.0,1.33269e-11
690.0,1.31046e-11
700.0,1.28834e-11
800.0,1.09923e-11
900.0,9.5309e-12
1000.0,8.40307e-12
1100.0,7.52209e-12
1200.0,6.84102e-12
1300.0,6.30456e-12
1400.0,5.88e-12
1500.0,5.54165e-12
1600.0,5.27167e-12
1700.0,5.05978e-12
1800.0,4.88759e-12
1900.0,4.7527e-12
2000.0,4.64463e-12
2100.0,4.56149e-12
2200.0,4.49659e-12
2300.0,4.4489e-12
2400.0,4.41473e-12
========================================
ch3oh_W1_Energy_1_0.0.out
0.01 atm
T,R->P1
200.0,6.30982e-12
210.0,7.03918e-12
220.0,7.75684e-12
230.0,8.45262e-12
240.0,9.11681e-12
250.0,9.74984e-12
260.0,1.03462e-11
270.0,1.09002e-11
280.0,1.14182e-11
290.0,1.18894e-11
300.0,1.23179e-11
310.0,1.27067e-11
320.0,1.30543e-11
330.0,1.33561e-11
340.0,1.36262e-11
350.0,1.38553e-11
360.0,1.40542e-11
370.0,1.4212e-11
380.0,1.43458e-11
390.0,1.44492e-11
400.0,1.45309e-11
410.0,1.45794e-11
420.0,1.46126e-11
430.0,1.46195e-11
440.0,1.4612e-11
450.0,1.45825e-11
460.0,1.45373e-11
470.0,1.44823e-11
480.0,1.44117e-11
490.0,1.4329e-11
500.0,1.42397e-11
510.0,1.41398e-11
520.0,1.40317e-11
530.0,1.39151e-11
540.0,1.37924e-11
550.0,1.36667e-11
560.0,1.35359e-11
570.0,1.34013e-11
580.0,1.32642e-11
590.0,1.31245e-11
600.0,1.2982e-11
610.0,1.28379e-11
620.0,1.26927e-11
630.0,1.25454e-11
640.0,1.23986e-11
650.0,1.2252e-11
660.0,1.2106e-11
670.0,1.19645e-11
680.0,1.18197e-11
690.0,1.16755e-11
700.0,1.153e-11
800.0,1.01892e-11
900.0,9.04446e-12
1000.0,8.10355e-12
1100.0,7.33648e-12
1200.0,6.72239e-12
1300.0,6.22789e-12
1400.0,5.83012e-12
1500.0,5.5092e-12
1600.0,5.25017e-12
1700.0,5.04504e-12
1800.0,4.87789e-12
1900.0,4.74588e-12
2000.0,4.64008e-12
2100.0,4.55832e-12
2200.0,4.49431e-12
2300.0,4.44736e-12
2400.0,4.41366e-12
========================================
ch3oh_W1_Energy_1_0.0.out
0.1 atm
T,R->P1
200.0,9.96708e-13
210.0,1.16475e-12
220.0,1.34535e-12
230.0,1.53707e-12
240.0,1.73805e-12
250.0,1.94813e-12
260.0,2.1663e-12
270.0,2.38999e-12
280.0,2.62002e-12
290.0,2.85255e-12
300.0,3.08799e-12
310.0,3.32502e-12
320.0,3.56126e-12
330.0,3.79526e-12
340.0,4.02869e-12
350.0,4.25727e-12
360.0,4.48318e-12
370.0,4.70161e-12
380.0,4.91626e-12
390.0,5.12402e-12
400.0,5.32517e-12
410.0,5.517e-12
420.0,5.70333e-12
430.0,5.88034e-12
440.0,6.04931e-12
450.0,6.20871e-12
460.0,6.36029e-12
470.0,6.50372e-12
480.0,6.63869e-12
490.0,6.76417e-12
500.0,6.88291e-12
510.0,6.99238e-12
520.0,7.09437e-12
530.0,7.18743e-12
540.0,7.27352e-12
550.0,7.35293e-12
560.0,7.42443e-12
570.0,7.48904e-12
580.0,7.54781e-12
590.0,7.60021e-12
600.0,7.64571e-12
610.0,7.68543e-12
620.0,7.72015e-12
630.0,7.74892e-12
640.0,7.77257e-12
650.0,7.79153e-12
660.0,7.80669e-12
670.0,7.81931e-12
680.0,7.82578e-12
690.0,7.82829e-12
700.0,7.82652e-12
800.0,7.66719e-12
900.0,7.33928e-12
1000.0,6.95071e-12
1100.0,6.55629e-12
1200.0,6.19076e-12
1300.0,5.86376e-12
1400.0,5.57925e-12
1500.0,5.33554e-12
1600.0,5.12939e-12
1700.0,4.95995e-12
1800.0,4.81807e-12
1900.0,4.70326e-12
2000.0,4.60983e-12
2100.0,4.53651e-12
2200.0,4.47859e-12
2300.0,4.436e-12
2400.0,4.40532e-12
========================================
ch3oh_W1_Energy_1_0.0.out
1.0 atm
T,R->P1
200.0,1.08626e-13
210.0,1.28808e-13
220.0,1.51207e-13
230.0,1.75846e-13
240.0,2.02697e-13
250.0,2.31947e-13
260.0,2.63717e-13
270.0,2.97879e-13
280.0,3.34778e-13
290.0,3.74111e-13
300.0,4.16183e-13
310.0,4.60974e-13
320.0,5.0829e-13
330.0,5.5814e-13
340.0,6.10906e-13
350.0,6.66002e-13
360.0,7.23934e-13
370.0,7.83938e-13
380.0,8.46704e-13
390.0,9.11716e-13
400.0,9.78842e-13
410.0,1.04778e-12
420.0,1.11911e-12
430.0,1.19208e-12
440.0,1.26658e-12
450.0,1.34241e-12
460.0,1.41988e-12
470.0,1.4984e-12
480.0,1.57816e-12
490.0,1.6584e-12
500.0,1.73981e-12
510.0,1.82135e-12
520.0,1.90358e-12
530.0,1.98561e-12
540.0,2.06807e-12
550.0,2.1506e-12
560.0,2.23252e-12
570.0,2.31405e-12
580.0,2.3955e-12
590.0,2.47635e-12
600.0,2.55605e-12
610.0,2.63493e-12
620.0,2.71328e-12
630.0,2.79044e-12
640.0,2.86617e-12
650.0,2.94071e-12
660.0,3.01444e-12
670.0,3.08724e-12
680.0,3.15786e-12
690.0,3.22698e-12
700.0,3.29475e-12
800.0,3.88484e-12
900.0,4.31012e-12
1000.0,4.58801e-12
1100.0,4.74679e-12
1200.0,4.81956e-12
1300.0,4.83232e-12
1400.0,4.80679e-12
1500.0,4.75865e-12
1600.0,4.69931e-12
1700.0,4.63837e-12
1800.0,4.57803e-12
1900.0,4.5235e-12
2000.0,4.47521e-12
2100.0,4.4352e-12
2200.0,4.4024e-12
2300.0,4.37831e-12
2400.0,4.36151e-12
========================================
ch3oh_W1_Energy_1_0.0.out
10.0 atm
T,R->P1
200.0,1.09737e-14
210.0,1.30399e-14
220.0,1.53451e-14
230.0,1.78967e-14
240.0,2.06976e-14
250.0,2.37744e-14
260.0,2.71486e-14
270.0,3.08172e-14
280.0,3.48285e-14
290.0,3.91649e-14
300.0,4.38757e-14
310.0,4.8977e-14
320.0,5.44679e-14
330.0,6.03737e-14
340.0,6.67623e-14
350.0,7.35955e-14
360.0,8.09623e-14
370.0,8.88074e-14
380.0,9.72458e-14
390.0,1.06255e-13
400.0,1.1585e-13
410.0,1.26043e-13
420.0,1.36944e-13
430.0,1.48507e-13
440.0,1.60744e-13
450.0,1.73684e-13
460.0,1.87417e-13
470.0,2.01885e-13
480.0,2.17185e-13
490.0,2.33227e-13
500.0,2.50169e-13
510.0,2.67876e-13
520.0,2.86499e-13
530.0,3.05907e-13
540.0,3.26262e-13
550.0,3.47518e-13
560.0,3.69575e-13
570.0,3.92513e-13
580.0,4.16429e-13
590.0,4.4124e-13
600.0,4.6683e-13
610.0,4.93294e-13
620.0,5.20734e-13
630.0,5.49014e-13
640.0,5.78035e-13
650.0,6.07882e-13
660.0,6.38672e-13
670.0,6.70315e-13
680.0,7.0255e-13
690.0,7.35525e-13
700.0,7.69325e-13
800.0,1.14087e-12
900.0,1.55128e-12
1000.0,1.96798e-12
1100.0,2.36341e-12
1200.0,2.71977e-12
1300.0,3.02752e-12
1400.0,3.2846e-12
1500.0,3.49359e-12
1600.0,3.65998e-12
1700.0,3.79106e-12
1800.0,3.89248e-12
1900.0,3.97131e-12
2000.0,4.03241e-12
2100.0,4.08087e-12
2200.0,4.11971e-12
2300.0,4.15271e-12
2400.0,4.1816e-12
========================================
ch3oh_W1_Energy_1_0.0.out
0.001 atm
T,R->P2
200.0,8.62659e-13
210.0,8.54658e-13
220.0,8.4461e-13
230.0,8.32812e-13
240.0,8.19765e-13
250.0,8.05485e-13
260.0,7.91034e-13
270.0,7.75888e-13
280.0,7.60602e-13
290.0,7.45176e-13
300.0,7.29792e-13
310.0,7.14666e-13
320.0,6.99753e-13
330.0,6.85504e-13
340.0,6.71046e-13
350.0,6.5732e-13
360.0,6.43856e-13
370.0,6.31297e-13
380.0,6.18649e-13
390.0,6.06659e-13
400.0,5.95095e-13
410.0,5.84166e-13
420.0,5.73477e-13
430.0,5.63238e-13
440.0,5.53473e-13
450.0,5.44076e-13
460.0,5.35241e-13
470.0,5.26631e-13
480.0,5.18391e-13
490.0,5.10653e-13
500.0,5.03178e-13
510.0,4.95951e-13
520.0,4.8907e-13
530.0,4.82639e-13
540.0,4.7657e-13
550.0,4.70683e-13
560.0,4.6503e-13
570.0,4.5963e-13
580.0,4.5448e-13
590.0,4.49582e-13
600.0,4.44911e-13
610.0,4.40466e-13
620.0,4.36272e-13
630.0,4.32302e-13
640.0,4.28487e-13
650.0,4.2486e-13
660.0,4.21424e-13
670.0,4.18074e-13
680.0,4.14974e-13
690.0,4.1204e-13
700.0,4.09343e-13
800.0,3.88762e-13
900.0,3.78425e-13
1000.0,3.75416e-13
1100.0,3.77847e-13
1200.0,3.8422e-13
1300.0,3.93829e-13
1400.0,4.06069e-13
1500.0,4.20485e-13
1600.0,4.36708e-13
1700.0,4.5441e-13
1800.0,4.73545e-13
1900.0,4.93828e-13
2000.0,5.15203e-13
2100.0,5.37495e-13
2200.0,5.60671e-13
2300.0,5.84596e-13
2400.0,6.09237e-13
========================================
ch3oh_W1_Energy_1_0.0.out
0.01 atm
T,R->P2
200.0,2.18429e-13
210.0,2.32049e-13
220.0,2.45301e-13
230.0,2.58023e-13
240.0,2.70096e-13
250.0,2.81506e-13
260.0,2.9235e-13
270.0,3.02405e-13
280.0,3.11837e-13
290.0,3.20489e-13
300.0,3.28483e-13
310.0,3.35819e-13
320.0,3.4245e-13
330.0,3.48473e-13
340.0,3.53885e-13
350.0,3.58718e-13
360.0,3.63045e-13
370.0,3.66863e-13
380.0,3.70199e-13
390.0,3.73121e-13
400.0,3.7562e-13
410.0,3.77737e-13
420.0,3.79562e-13
430.0,3.8102e-13
440.0,3.82218e-13
450.0,3.8314e-13
460.0,3.83882e-13
470.0,3.84373e-13
480.0,3.84676e-13
490.0,3.84823e-13
500.0,3.84836e-13
510.0,3.84686e-13
520.0,3.84447e-13
530.0,3.84107e-13
540.0,3.83709e-13
550.0,3.83222e-13
560.0,3.8265e-13
570.0,3.82023e-13
580.0,3.81363e-13
590.0,3.80667e-13
600.0,3.79937e-13
610.0,3.7919e-13
620.0,3.78452e-13
630.0,3.77714e-13
640.0,3.76955e-13
650.0,3.76199e-13
660.0,3.75458e-13
670.0,3.74708e-13
680.0,3.73988e-13
690.0,3.73289e-13
700.0,3.72642e-13
800.0,3.67461e-13
900.0,3.6578e-13
1000.0,3.67723e-13
1100.0,3.73007e-13
1200.0,3.81192e-13
1300.0,3.9191e-13
1400.0,4.04821e-13
1500.0,4.19637e-13
1600.0,4.36122e-13
1700.0,4.54047e-13
1800.0,4.73279e-13
1900.0,4.93657e-13
2000.0,5.15073e-13
2100.0,5.37416e-13
2200.0,5.60607e-13
2300.0,5.84555e-13
2400.0,6.09209e-13
========================================
ch3oh_W1_Energy_1_0.0.out
0.1 atm
T,R->P2
200.0,3.1183e-14
210.0,3.48408e-14
220.0,3.8802e-14
230.0,4.30486e-14
240.0,4.75572e-14
250.0,5.23294e-14
260.0,5.73781e-14
270.0,6.264e-14
280.0,6.81425e-14
290.0,7.38169e-14
300.0,7.96839e-14
310.0,8.5704e-14
320.0,9.18256e-14
330.0,9.80481e-14
340.0,1.04366e-13
350.0,1.10715e-13
360.0,1.1712e-13
370.0,1.23509e-13
380.0,1.29909e-13
390.0,1.3628e-13
400.0,1.42581e-13
410.0,1.48814e-13
420.0,1.55005e-13
430.0,1.61091e-13
440.0,1.67063e-13
450.0,1.72923e-13
460.0,1.78697e-13
470.0,1.84319e-13
480.0,1.89831e-13
490.0,1.9519e-13
500.0,2.00438e-13
510.0,2.05522e-13
520.0,2.10491e-13
530.0,2.15299e-13
540.0,2.19993e-13
550.0,2.24548e-13
560.0,2.28942e-13
570.0,2.332e-13
580.0,2.37344e-13
590.0,2.41355e-13
600.0,2.45223e-13
610.0,2.48969e-13
620.0,2.52615e-13
630.0,2.56145e-13
640.0,2.59542e-13
650.0,2.62831e-13
660.0,2.6603e-13
670.0,2.69126e-13
680.0,2.72112e-13
690.0,2.75005e-13
700.0,2.77829e-13
800.0,3.0184e-13
900.0,3.20632e-13
1000.0,3.36678e-13
1100.0,3.51591e-13
1200.0,3.66364e-13
1300.0,3.81589e-13
1400.0,3.97596e-13
1500.0,4.14546e-13
1600.0,4.32506e-13
1700.0,4.51476e-13
1800.0,4.71434e-13
1900.0,4.92328e-13
2000.0,5.1411e-13
2100.0,5.36715e-13
2200.0,5.6009e-13
2300.0,5.84177e-13
2400.0,6.08929e-13
========================================
ch3oh_W1_Energy_1_0.0.out
1.0 atm
T,R->P2
200.0,3.34343e-15
210.0,3.79394e-15
220.0,4.30039e-15
230.0,4.86618e-15
240.0,5.49433e-15
250.0,6.19177e-15
260.0,6.96738e-15
270.0,7.82045e-15
280.0,8.76289e-15
290.0,9.79301e-15
300.0,1.09228e-14
310.0,1.21546e-14
320.0,1.34877e-14
330.0,1.49302e-14
340.0,1.64907e-14
350.0,1.81626e-14
360.0,1.99595e-14
370.0,2.18711e-14
380.0,2.39117e-14
390.0,2.6076e-14
400.0,2.83567e-14
410.0,3.07595e-14
420.0,3.32932e-14
430.0,3.59454e-14
440.0,3.87087e-14
450.0,4.15868e-14
460.0,4.45879e-14
470.0,4.76871e-14
480.0,5.09012e-14
490.0,5.42055e-14
500.0,5.76172e-14
510.0,6.11081e-14
520.0,6.46972e-14
530.0,6.83555e-14
540.0,7.21027e-14
550.0,7.59212e-14
560.0,7.97916e-14
570.0,8.3721e-14
580.0,8.77166e-14
590.0,9.17612e-14
600.0,9.58371e-14
610.0,9.99517e-14
620.0,1.04114e-13
630.0,1.08306e-13
640.0,1.12506e-13
650.0,1.16725e-13
660.0,1.20975e-13
670.0,1.25235e-13
680.0,1.29487e-13
690.0,1.33743e-13
700.0,1.38013e-13
800.0,1.79936e-13
900.0,2.19172e-13
1000.0,2.54821e-13
1100.0,2.86928e-13
1200.0,3.16019e-13
1300.0,3.42771e-13
1400.0,3.6786e-13
1500.0,3.91859e-13
1600.0,4.15238e-13
1700.0,4.38351e-13
1800.0,4.61459e-13
1900.0,4.84745e-13
2000.0,5.0834e-13
2100.0,5.3232e-13
2200.0,5.56734e-13
2300.0,5.81609e-13
2400.0,6.06957e-13
========================================
ch3oh_W1_Energy_1_0.0.out
10.0 atm
T,R->P2
200.0,3.37156e-16
210.0,3.83444e-16
220.0,4.35808e-16
230.0,4.9475e-16
240.0,5.60767e-16
250.0,6.34816e-16
260.0,7.18123e-16
270.0,8.10982e-16
280.0,9.15105e-16
290.0,1.03084e-15
300.0,1.16015e-15
310.0,1.30401e-15
320.0,1.46322e-15
330.0,1.63969e-15
340.0,1.83554e-15
350.0,2.05127e-15
360.0,2.28997e-15
370.0,2.5519e-15
380.0,2.84065e-15
390.0,3.15742e-15
400.0,3.5032e-15
410.0,3.88093e-15
420.0,4.29424e-15
430.0,4.74394e-15
440.0,5.23118e-15
450.0,5.75933e-15
460.0,6.33257e-15
470.0,6.94956e-15
480.0,7.6164e-15
490.0,8.33135e-15
500.0,9.10097e-15
510.0,9.92266e-15
520.0,1.08036e-14
530.0,1.17406e-14
540.0,1.27412e-14
550.0,1.38045e-14
560.0,1.49289e-14
570.0,1.61189e-14
580.0,1.73796e-14
590.0,1.87094e-14
600.0,2.01052e-14
610.0,2.15718e-14
620.0,2.31152e-14
630.0,2.47315e-14
640.0,2.64162e-14
650.0,2.81745e-14
660.0,3.00127e-14
670.0,3.19255e-14
680.0,3.39069e-14
690.0,3.59625e-14
700.0,3.80985e-14
800.0,6.33463e-14
900.0,9.48158e-14
1000.0,1.30721e-13
1100.0,1.69125e-13
1200.0,2.08365e-13
1300.0,2.47226e-13
1400.0,2.84955e-13
1500.0,3.21178e-13
1600.0,3.55804e-13
1700.0,3.88914e-13
1800.0,4.20687e-13
1900.0,4.51347e-13
2000.0,4.81128e-13
2100.0,5.10239e-13
2200.0,5.38872e-13
2300.0,5.67191e-13
2400.0,5.95332e-13
========================================
ch3oh_W1_Energy_1_0.0.out
0.001 atm
T,R->P3
200.0,8.86408e-12
210.0,8.62304e-12
220.0,8.37075e-12
230.0,8.11023e-12
240.0,7.84698e-12
250.0,7.57942e-12
260.0,7.32029e-12
270.0,7.06181e-12
280.0,6.80986e-12
290.0,6.56372e-12
300.0,6.3242e-12
310.0,6.09414e-12
320.0,5.87269e-12
330.0,5.66369e-12
340.0,5.45575e-12
350.0,5.2613e-12
360.0,5.07277e-12
370.0,4.89864e-12
380.0,4.72557e-12
390.0,4.56292e-12
400.0,4.4079e-12
410.0,4.2621e-12
420.0,4.12068e-12
430.0,3.98597e-12
440.0,3.85854e-12
450.0,3.73616e-12
460.0,3.62157e-12
470.0,3.51071e-12
480.0,3.40459e-12
490.0,3.30539e-12
500.0,3.20994e-12
510.0,3.11768e-12
520.0,3.02974e-12
530.0,2.94764e-12
540.0,2.87007e-12
550.0,2.79487e-12
560.0,2.7226e-12
570.0,2.65344e-12
580.0,2.5873e-12
590.0,2.52421e-12
600.0,2.46379e-12
610.0,2.40602e-12
620.0,2.35115e-12
630.0,2.29883e-12
640.0,2.24829e-12
650.0,2.19988e-12
660.0,2.15367e-12
670.0,2.10845e-12
680.0,2.06588e-12
690.0,2.0251e-12
700.0,1.98672e-12
800.0,1.67049e-12
900.0,1.45453e-12
1000.0,1.3045e-12
1100.0,1.19922e-12
1200.0,1.12335e-12
1300.0,1.06966e-12
1400.0,1.03257e-12
1500.0,1.00798e-12
1600.0,9.92571e-13
1700.0,9.83733e-13
1800.0,9.81537e-13
1900.0,9.83482e-13
2000.0,9.89592e-13
2100.0,9.98476e-13
2200.0,1.0103e-12
2300.0,1.02405e-12
2400.0,1.03973e-12
========================================
ch3oh_W1_Energy_1_0.0.out
0.01 atm
T,R->P3
